Ticket Nr.,Ticket type,Mandant,ticket_creator=3 // response=1,Ticket text,Ticket state,META Data
2018021363000030,Anmeldung / Aktivierung,WINGS,1," Guten Tag Jeanine Müller Besten Dank für Ihre Anfrage. Wir haben gesehen dass Sie eine alte Version von beook verwenden. Die alte Version funktioniert nicht mehr. 1. Beenden Sie zuvor die laufende App. 2. Löschen Sie zuerst den Ordner C:\\Apps\\beook.  3. Sie können die neueste Version von der Webseite herunterladen und in den selben Ordner wie bisher installieren. Dies ist der Link zum Download: [1]http://beook.ch/download Sollte das Problem weiterhin auftreten so senden Sie bitte wieder eine neue Support-Anfrage unter dem Menupunkt \""Hilfe\"" damit wir es in der mitgesendeten Log-Datei untersuchen können. Freundliche Grüsse Daniel Stainhauser ionesoft GmbH 13.02.2018 08:02 - xxx@xxx.xx schrieb: Bei der Anmeldung ensteht immer eine Fehlermeldung bezüglich Netzwerk-/Kommunikationsfehler. An der Verbindung kann es nicht liegen da ich von diversen unterschiedlichen Netzwerken den Versuch gestartet habe. Die Firewall ist auch nicht das Problem denn ich konnte mich auch im deaktiviertem Zustand nicht anmelden. Aktivierungscode: evep-qs7f-4dy0 sollte aber schon benutzt sein da Erstanmeldung noch funktioniert hat Ich bitte um eine rasche Antwort bezüglich meinem Problem Freundliche Grüsse Jeanine Müller [1] http://beook.ch/download ",closed_old_app_version,App: beook 3.6.2 | Model: 2 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-15 18:48:17 MESZ | Last install: | Application starts: 24 | Unique Device : 44cd4146aa8511723398cb598f7a1c55 | 
2018021363000030,Anmeldung / Aktivierung,WINGS,3,Bei der Anmeldung ensteht immer eine Fehlermeldung bezüglich Netzwerk-/Kommunikationsfehler. An der Verbindung kann es nicht liegen da ich von diversen unterschiedlichen Netzwerken den Versuch gestartet habe. Die Firewall ist auch nicht das Problem denn ich konnte mich auch im deaktiviertem Zustand nicht anmelden. Aktivierungscode: evep-qs7f-4dy0 sollte aber schon benutzt sein da Erstanmeldung noch funktioniert hat Ich bitte um eine rasche Antwort bezüglich meinem Problem Freundliche Grüsse,closed_old_app_version,App: beook 3.6.2 | Model: 2 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-15 18:48:17 MESZ | Last install: | Application starts: 24 | Unique Device : 44cd4146aa8511723398cb598f7a1c55 | 
2018021363000010,Geräteanzahl überschritten,SAT,1,  Wir haben alle Ihre Geräte auf dem Lizenzserver ausgetragen. Sie können die App nochmals neu starten dann wird Ihr Gerät automatisch wieder registriert. Freundliche Grüsse Christian Heimann ionesoft GmbH 2nd Level Support  Sie können auf diese E-Mail antworten um weitere Informationen oder einen Screenshot des Problems zu übermitteln. Bitte verändern Sie dabei und beim Antworten auf E-Mails von uns nicht den Betreff.  13.02.2018 02:00 - xxx@xxx.xx schrieb: Bitte setzen Sie alle Geräte zurück da ich komplett alles neu aufsetzen musste iPad und MacBook.,closed_max_devices,User account exists: Yes | | App: beook v5.0.4 | Jailbroken: No | Model: iPad | Platform: iPad53 | System Name: iOS | System Version: 11.2.5 | First install: 2017-02-14 09:48:49 MEZ | Application starts: 40 | Unique Device : b8fabc022cb82c28b083aeb31ff1001e | UI Type: Extended | 
2018021363000010,Geräteanzahl überschritten,SAT,3,Bitte setzen Sie alle Geräte zurück da ich komplett alles neu aufsetzen musste iPad und MacBook.,closed_max_devices,User account exists: Yes | | App: beook v5.0.4 | Jailbroken: No | Model: iPad | Platform: iPad53 | System Name: iOS | System Version: 11.2.5 | First install: 2017-02-14 09:48:49 MEZ | Application starts: 40 | Unique Device : b8fabc022cb82c28b083aeb31ff1001e | UI Type: Extended | 
2018021263000100,Anmeldung / Aktivierung,PHZH,3,,closed_waiting_for_reply,App: beook 5.0.5 | Model: 8 cores | Platform: aarch64 | System Name: Linux | System Version: 3.10.84-perf-g4d417bde1d0 | First install: 2018-02-12 15:20:33 MEZ | Last install: 2018-02-12 15:20:33 MEZ | Application starts: 2 | Unique Device : f95d5d99516e1094a94720af066c2d0a | 
2018021263000100,Anmeldung / Aktivierung,PHZH,1,,closed_waiting_for_reply,App: beook 5.0.5 | Model: 8 cores | Platform: aarch64 | System Name: Linux | System Version: 3.10.84-perf-g4d417bde1d0 | First install: 2018-02-12 15:20:33 MEZ | Last install: 2018-02-12 15:20:33 MEZ | Application starts: 2 | Unique Device : f95d5d99516e1094a94720af066c2d0a | 
2018021263000090,Geräteanzahl überschritten,hep,3,Das Problem ist dass ich nicht weiss welche Geräte mit der Lizenz verbunden sind. Können sie mir eine Übersicht mit den angemeldeten Geräte senden oder mit aufzeigen wo dies ersichtlich ist.,closed_max_devices,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.3 | First install: 2017-01-11 22:34:27 MEZ | Last install: 2017-09-19 19:05:37 MESZ | Application starts: 22 | Unique Device : 21d6b970b062061fa18de5ef5e04a67d | 
2018021263000090,Geräteanzahl überschritten,hep,1,Vielen Dank für Ihre Support-Anfrage.   Wir haben alle Ihre Geräte auf dem Lizenzserver ausgetragen. Sie können die App nochmals neu starten dann wird Ihr Gerät automatisch wieder registriert. Bei allfälligen Problemen senden Sie bitte eine neue Support-Anfrage damit wir die Protokoll-Datei prüfen können. Anderenfalls gehen wir davon aus dass sich Ihr Problem gelöst hat und schliessen das Ticket. Freundliche Grüsse hep Support Ihr hep Support Team ___________________  hep verlag ag Gutenbergstrasse 31 Postfach 3001 Bern T 031 310 29 29 [1]www.hep-verlag.ch 12.02.2018 16:32 - xxx@xxx.xx schrieb: Falls die maximale Anzahl an Geräten überschritten wurde nennen Sie bitte das Gerät für das die Lizenz entfernt werden soll. Das Problem ist dass ich nicht weiss welche Geräte mit der Lizenz verbunden sind. Können sie mir eine Übersicht mit den angemeldeten Geräte senden oder mit aufzeigen wo dies ersichtlich ist. Vielen Dank [1] http://www.hep-verlag.ch/,closed_max_devices,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.3 | First install: 2017-01-11 22:34:27 MEZ | Last install: 2017-09-19 19:05:37 MESZ | Application starts: 22 | Unique Device : 21d6b970b062061fa18de5ef5e04a67d | 
2018021263000080,Anmeldung / Aktivierung,WINGS,1,Guten Tag Beni Studhalter Dieser Aktivierungscode ist bereits eingelöst. Die Email beginnt so: a_jaci Falls dies eine Ihrer Email ist dann melden Sie sich damit bitte an. Anderenfalls wenden Sie sich bitte an Wings oder Ihre Schule. Freundliche Grüsse Daniel Stainhauser ionesoft GmbH 12.02.2018 15:33 - xxx@xxx.xx schrieb: Ich wollte soeben mein E-Book auf der App aktivieren aber der Zugriff ist verboten. Es sei kein gültiger Code. Ich habe es mehrmals versucht aber ohne Erfolg. Können Sie mir helfen?,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-02-12 14:35:08 MEZ | Last install: | Application starts: 2 | Unique Device : 8a3276ad74eeae0ae81c2db9978bb12a | 
2018021263000080,Anmeldung / Aktivierung,WINGS,3,Ich wollte soeben mein E-Book auf der App aktivieren aber der Zugriff ist verboten. Es sei kein gültiger Code. Ich habe es mehrmals versucht aber ohne Erfolg. Können Sie mir helfen?,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-02-12 14:35:08 MEZ | Last install: | Application starts: 2 | Unique Device : 8a3276ad74eeae0ae81c2db9978bb12a | 
2018021263000050,Geräteanzahl überschritten,Swissmem,1," Guten Tag Roland Frosini Wir haben alle Ihre Geräte auf dem Lizenzserver ausgetragen. Sie können die App nochmals neu starten dann wird Ihr Gerät automatisch wieder registriert. Bei allfälligen Problemen senden Sie bitte eine neue Support-Anfrage damit wir die Protokoll-Datei prüfen können. Anderernfalls gehen wir davon aus dass sich Ihr Problem gelöst hat und schliessen das Ticket. Freundliche Grüsse Christian Heimann ionesoft GmbH 12.02.2018 11:10 - xxx@xxx.xx schrieb: Guten Tag ich habe die folgenden Anwendungen erst auf einem Gerät Surface angemeldet: Konstrukteur Lehrgang 3 Einführung in ISO 8015 und ISO 14405 Normgerechtes Erstellen von technischen Zeichnungen Ich würde diese Anwendungen gerne auf einem zweiten Gerät freischalten was bisher möglich war. Zurzeit erscheint auf meinem Samsungnotebook die Mitteilung \""Geräteanzahl überschritten\"" Können Sie mir die Lizenzen ebenfalls für das Samsungnotebook freischalten. Besten Dank für Ihre Unterstützung. Freundliche Grüsse Roland ",closed_max_devices,App: Swissmem eBOOK 4.6.2 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2015-08-06 14:15:34 MESZ | Last install: 2017-08-14 09:08:05 MESZ | Application starts: 220 | Unique Device : 8deaeeb74d013bb224ab45761c4b85cb | 
2018021263000050,Geräteanzahl überschritten,Swissmem,3,"Guten Tag ich habe die folgenden Anwendungen erst auf einem Gerät Surface angemeldet: Konstrukteur Lehrgang 3 Einführung in ISO 8015 und ISO 14405 Normgerechtes Erstellen von technischen Zeichnungen Ich würde diese Anwendungen gerne auf einem zweiten Gerät freischalten was bisher möglich war. Zurzeit erscheint auf meinem Samsungnotebook die Mitteilung \""Geräteanzahl überschritten\"" Können Sie mir die Lizenzen ebenfalls für das Samsungnotebook freischalten. Besten Dank für Ihre Unterstützung. Freundliche Grüsse ",closed_max_devices,App: Swissmem eBOOK 4.6.2 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2015-08-06 14:15:34 MESZ | Last install: 2017-08-14 09:08:05 MESZ | Application starts: 220 | Unique Device : 8deaeeb74d013bb224ab45761c4b85cb | 
2018021163000010,Fehler in der App,SVBA,1,Haben Sie es mit dem Rechtsklick schon versucht? Möglicherweise müssen Sie die Windows Updates nochmals installieren und den PC neu starten.  Weitere Tipps hier:   Wenn Sie mit zwei Bildschirmen arbeiten oder unter Windows einen Zoom der Anzeige definiert haben kann es vorkommen dass der Doppelklick nicht erkannt wird. Dazu gibt es in beook eine Alternative. Klicken Sie mit der rechten Maustaste auf das Bild. dann öffnet sich ein Kontextmenu. Dort können Sie direkt die Operation wählen u.a. auch die Bearbeitung des Bildes mit dem Sketchpad oder SVG Editor. Freundliche Grüsse Daniel Stainhauser ionesoft GmbH 2nd Level Support  Sie können auf diese E-Mail antworten um weitere Informationen oder einen Screenshot des Problems zu übermitteln. Bitte verändern Sie dabei und beim Antworten auf E-Mails von uns nicht den Betreff.  11.02.2018 10:54 - xxx@xxx.xx schrieb: Bitte beschreiben Sie möglichst genau wie es zu diesem Fehler kam. Mit welchen Schritten lässt sich der Fehler reproduzier Guten Tag Ich habe ihnene schon einmal geschrieben das ich die Bilder mit dem Doppelklick nicht öffnen kann und egal was ich beim editor auswähle es geht nicht. Das letzte mal wurdeder Fehler durch das Windows Update behoben doch jetzt ist windows auf dem neusten Stand und es geht wieder nicht das ist doch nicht normal.....Die App sollte doch eigentlich das Arbeiten erleichtern oder nicht... Keine Bilddateien können geöffnet werden. Was ist das erwartete Resultat? Ich habe Hausaufgaben auf den Donnerstag den 15.02 diese möchte ich machen können,closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-18 18:34:51 MESZ | Last install: 2017-11-11 11:15:28 MEZ | Application starts: 52 | Unique Device : 3f721a75e302fe46b1a01a4a0f396c45 | 
2018021163000010,Fehler in der App,SVBA,3,Mit welchen Schritten lässt sich der Fehler reproduzier Guten Tag Ich habe ihnene schon einmal geschrieben das ich die Bilder mit dem Doppelklick nicht öffnen kann und egal was ich beim editor auswähle es geht nicht. Das letzte mal wurdeder Fehler durch das Windows Update behoben doch jetzt ist windows auf dem neusten Stand und es geht wieder nicht das ist doch nicht normal.....Die App sollte doch eigentlich das Arbeiten erleichtern oder nicht... Keine Bilddateien können geöffnet werden. Was ist das erwartete Resultat? Ich habe Hausaufgaben auf den Donnerstag den 15.02 diese möchte ich machen können,closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-18 18:34:51 MESZ | Last install: 2017-11-11 11:15:28 MEZ | Application starts: 52 | Unique Device : 3f721a75e302fe46b1a01a4a0f396c45 | 
2018020963000060,Fehler in der App,IONESOFT,3,,closed unsuccessful,App: beook 5.0.5 | Model: 8 cores | Platform: armv8l | System Name: Linux | System Version: 3.18.14-12479655 | First install: 2018-02-09 15:05:35 MEZ | Last install: 2018-02-09 15:05:35 MEZ | Application starts: 1 | Unique Device : c67b8d6026390e01b679f90e25f8edae | 
2018020963000060,Fehler in der App,IONESOFT,1,,closed unsuccessful,App: beook 505 | Model: 8 cores | Platform: armv8l | System Name: Linux | System Version: 31814-12479655 | First install: 2018-02-09 15:05:35 MEZ | Last install: 2018-02-09 15:05:35 MEZ | Application starts: 1 | Unique Device : c67b8d6026390e01b679f90e25f8edae | 
2018020863000080,Anmeldung / Aktivierung,hep,3,Könnten sie mir bitte die Email Adresse ändern ich selber kann es leider nicht. Die Email Adresse xxx@xxx.xx ist meinem Vater. Meine Email Adresse die ich jetzt möchte lautet: xxx@xxx.xx. Antworten Sie mier bitte ob Sie es ändern können oder nicht.,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-01-31 17:15:04 MEZ | Last install: | Application starts: 25 | Unique Device : 52861a92b2e0c0bea42efe76c9446d69 | 
2018020863000080,Anmeldung / Aktivierung,hep,1,,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-01-31 17:15:04 MEZ | Last install: | Application starts: 25 | Unique Device : 52861a92b2e0c0bea42efe76c9446d69 | 
2018020863000070,Anmeldung / Aktivierung,hep,3,Könnten sie mir bitte die Email Adresse ändern ich selber kann es leider nicht. Die Email Adresse xxx@xxx.xx ist meinem Vater. Meine Email Adresse die ich jetzt möchte lautet: xxx@xxx.xx. Antworten Sie mier bitte ob Sie es ändern können oder nicht.,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-01-31 17:15:04 MEZ | Last install: | Application starts: 25 | Unique Device : 52861a92b2e0c0bea42efe76c9446d69 | 
2018020863000070,Anmeldung / Aktivierung,hep,1,Vielen Dank für Ihre Support-Anfrage. Sehr gerne haben wir Ihre Mail-Adresse geändert. Ab sofort können Sie sich mit xxx@xxx.xx und dem neuen Passwort: montag123 in der App anmelden. Nach der Anmeldung können Sie Ihr Passwort jederzeit wieder ändern. Besten Dank und freundliche Grüsse hep Support Ihr hep Support Team ___________________  hep verlag ag Gutenbergstrasse 31 Postfach 3001 Bern T 031 310 29 29 [1]www.hep-verlag.ch 08.02.2018 21:27 - xxx@xxx.xx schrieb: Grüezi Könnten sie mir bitte die Email Adresse ändern ich selber kann es leider nicht. Die Email Adresse xxx@xxx.xx ist meinem Vater. Meine Email Adresse die ich jetzt möchte lautet: xxx@xxx.xx. Antworten Sie mier bitte ob Sie es ändern können oder nicht. Freundliche Grüsse Damian Föhn [1] http://www.hep-verlag.ch/,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-01-31 17:15:04 MEZ | Last install: | Application starts: 25 | Unique Device : 52861a92b2e0c0bea42efe76c9446d69 | 
2018020863000020,Fehler in der App,VELEDES,1,,closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.10.49-5829642 | First install: 2016-03-04 12:49:14 MEZ | Last install: 2017-12-19 17:49:27 MEZ | Application starts: 293 | Unique Device : ec823d49d9fab4a61e39594e2b79a902 | 
2018020763000070,Fehler in der App,RICHM,1,Guten Tag Martin Meier Entschuldigen Sie die verspätete Antwort auf Ihre Support-Anfrage. Wir haben Ihre Daten analysiert warum das Drucken von Rezepten nicht funktioniert ist darin nicht ganz klar zu erkennen. Besteht das Problem immer noch? Gibt es auch noch andere Einschränkungen mit der App? Wenn es noch bestehen sollte bitte ich Sie folgende Schritte auszuführen: Um sicher zu gehen melden Sie sich in der beook App ab Mein Konto > Abmelden > erste Option «Gerät abmelden» und anschliessend wieder an. Da Sie mehrere Logins verwenden müssten Sie wieder mit allen Logins die Anmeldung ausführen. Die erste im Standard-Dialog die zweite unter «Mein Konto > Anmelden bei anderem Anbieter». Danach versuchen Sie die Aktionen erneut auszuführen. Funktioniert das Drucken auf allen Seiten wo PDF vorhanden ist? Können Sie das PDF Öffnen aber nicht Ausdrucken? Sollte es immer noch nicht funktionieren bitten wir Sie uns noch genauere Angaben zu machen; und erneut eine Support-Anfrage aus der App zu senden.   Freundliche Grüsse Christian Heimann ionesoft GmbH 07.02.2018 21:57 - xxx@xxx.xx schrieb: Ich kann keine Rezepte ausdrucken,closed_license_error,App: beook 5.0.5 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-30 13:48:43 MESZ | Last install: 2017-11-10 07:19:28 MEZ | Application starts: 26 | Unique Device : a3ed54af5f4f3a059f94cb1e6ae062a7 | 
2018020763000060,Fehler in der App,IONESOFT,3,inhalt funktioniert nicht mehr ->> CS,testing,App: beook 5.0.5 beta | Model: 8 cores | Platform: armv7l | System Name: Linux | System Version: 3.10.9-12184753 | First install: 2017-12-13 11:31:45 MEZ | Last install: 2017-12-13 11:31:45 MEZ | Application starts: 158 | Unique Device : 5ad8847ff2da4b513171202c98a00ae6 | 
2018020763000060,Fehler in der App,IONESOFT,1,,testing,App: beook 5.0.5 beta | Model: 8 cores | Platform: armv7l | System Name: Linux | System Version: 3.10.9-12184753 | First install: 2017-12-13 11:31:45 MEZ | Last install: 2017-12-13 11:31:45 MEZ | Application starts: 158 | Unique Device : 5ad8847ff2da4b513171202c98a00ae6 | 
2018020763000040,Fehler in der App,hep,1," Besten Dank für die Log-Dateien. Wir konnten in der Zwischenzeit das Problem lokalisieren. Versuchen Sie das Benutzerkonto aufzufrischen. Gehen Sie dazu in das Portal der App Haus-Icon dann dort auf Ihre Konto und klicken Sie sodann auf \""Konto und Lizenzen auffrischen\"". Sodann sollten die Lizenzen wieder verfügbar sein. Wenn dies nicht zum Erfolg führen sollte so senden Sie uns bitte nochmals eine neue Support-Anfrage. Besten Dank.   Freundliche Grüsse Daniel Stainhauser Ihr hep Support Team ___________________  hep verlag ag Gutenbergstrasse 31 Postfach 3001 Bern T 031 310 29 29 [1]www.hep-verlag.ch 07.02.2018 14:47 - xxx@xxx.xx schrieb: Sehr geehrte Damen und Herren Ich nehme Bezug auf den E-Mail-Verkehr zwischen unserer Frau Irène Moser und Matthias Heim sowie Rahel Wenger von hep. Hiermit sende ich Ihnen wie gewünscht die entsprechenden Log-Files zu dem offenen Support Fall. Freundliche Grüsse Simon Hess Berner Bildungszentrum Pflege [1] http://www.hep-verlag.ch/ ",closed_waiting_for_reply,App: eLehrmittel 4.6.2 | Model: 2 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2017-12-22 09:08:24 MEZ | Last install: | Application starts: 2 | Unique Device : dc6f57bfecf77623b778e33080b67c9c | 
2018020763000040,Fehler in der App,hep,3,Ich nehme Bezug auf den E-Mail-Verkehr zwischen unserer Frau Irène Moser und Matthias Heim sowie Rahel Wenger von hep. Hiermit sende ich Ihnen wie gewünscht die entsprechenden Log-Files zu dem offenen Support Fall. Freundliche Grüsse Simon Hess,closed_waiting_for_reply,App: eLehrmittel 4.6.2 | Model: 2 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2017-12-22 09:08:24 MEZ | Last install: | Application starts: 2 | Unique Device : dc6f57bfecf77623b778e33080b67c9c | 
2018020763000030,Fehler in der App,SVBA,3,Ich kann keinen Editor öffnen auch die Bilder die ich schon bearbeitet habe nicht. Ich habe die App synchronisiert.,closed successful,App: beook 5.0.5 | Model: 2 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-16 12:06:48 MESZ | Last install: 2017-11-12 12:32:33 MEZ | Application starts: 112 | Unique Device : ebb12fe1e509f1a18aec3bbb25720fbc | 
2018020763000030,Fehler in der App,SVBA,1,  Besten Dank für Ihre Support-Anfrage. Microsoft Windows hat im September/Oktober mit einem Betriebssystem-Update einen Fehler ins System eingebracht. Dieser führt dazu dass der Rechtsklick auf Bilder und Text wie auch der Doppelklick auf Bilder zum Öffnen in Vorschau/Editor nicht mehr funktionieren. Mit dem neusten Windows-Update vom November 2017 wurde dieses Problem wieder behoben. Führen Sie deshalb die neusten Windows-Betriebssystem-Updates aus und starten Sie danach das Gerät und beook erneut. Eine praktische Anleitung zum Update für Ihr Windows finden Sie hier: [1]http://praxistipps.chip.de/windows-updates-installieren_29639 Freundliche Grüsse Daniel Stainhauser ionesoft GmbH 2nd Level Support  Sie können auf diese E-Mail antworten um weitere Informationen oder einen Screenshot des Problems zu übermitteln. Bitte verändern Sie dabei und beim Antworten auf E-Mails von uns nicht den Betreff.  07.02.2018 12:09 - xxx@xxx.xx schrieb: Bitte beschreiben Sie möglichst genau wie es zu diesem Fehler kam. Ich kann keinen Editor öffnen auch die Bilder die ich schon bearbeitet habe nicht. Ich habe die App synchronisiert. Was ist das erwartete Resultat? Das ich die Bilder öffnen und bearbeiten kann. [1] http://praxistipps.chip.de/windows-updates-installieren_29639,closed successful,App: beook 5.0.5 | Model: 2 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-16 12:06:48 MESZ | Last install: 2017-11-12 12:32:33 MEZ | Application starts: 112 | Unique Device : ebb12fe1e509f1a18aec3bbb25720fbc | 
2018020763000020,Fehler in der App,VELEDES,1,,closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.10.49-5829642 | First install: 2016-03-04 14:00:51 MEZ | Last install: 2017-12-19 16:52:45 MEZ | Application starts: 188 | Unique Device : 4210edb4d251665f9cb8262413b01aee | 
2018020763000010,Fehler in der App,VELEDES,1,,closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.10.49-5829642 | First install: 2016-03-04 13:52:02 MEZ | Last install: 2017-12-19 17:48:06 MEZ | Application starts: 255 | Unique Device : 686ffe79e6036dd28ffec1ae13d0d444 | 
2018020663000020,Anmeldung / Aktivierung,BEOOK,1,Guten Tag Wir haben Ihnen ein neues Passwort gesetzt. Es lautet Ducati484 Sie können Ihr Passwort wie folgt neu setzen. - Melden Sie sich dazu ab indem Sie im Portal Haus-Symbol oben rechts auf Ihren Benutzernamen klicken - Sodann klicken Sie auf Abmelden - Wählen Sie die erste Option: Gerät abmelden - Danach wieder auf Anmelden - Hier gibt es einen Link um das Passwort zurückzusetzen. Klicken Sie darauf. Sie erhalten sodann eine Email. Falls Sie die Email nicht erhalten so prüfen Sie bitte in Ihrem Spam-Ordner ob diese dort gelandet ist. - Öffnen Sie diese Email und klicken Sie auf den Link. Sie werden sodann auf unsere Webseite weitergeleitet wo Sie ein neues Passwort setzen können. - Anschliessend melden Sie sich mit dem neu gesetzten Passwort in der App wieder an. Falls Sie gewisse ebooks nur unvollständig nutzen können so installieren Sie diese nochmals neu. Sollte dies nicht zum Erfolg führen dann senden Sie uns bitte nochmals eine neue Support-Anfrage aus der App. Freundliche Grüsse Daniel Stainhauser ionesoft GmbH 06.02.2018 10:29 - xxx@xxx.xx schrieb: Falls Sie ein Problem mit der Anmeldung oder dem Aktivierungscode haben beschreiben Sie bitte die Fehlermeldung und geben Sie Ihren Aktivierungscode an.Ich habe mein Passwort vergessen und bin mier nicht sicher ob ich die richtige e mail benutze. ich würde mich freuen wenn sie mier helfen könnten.,closed_app_misuse,App: beook 4.5.1 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-12-05 07:56:41 MEZ | Last install: 2017-06-12 11:12:27 MESZ | Application starts: 113 | Unique Device : 2b7a532e4e87fce9a9a57e22487c0fbd | 
2018020663000020,Anmeldung / Aktivierung,BEOOK,3,Ich habe mein Passwort vergessen und bin mier nicht sicher ob ich die richtige e mail benutze. ich würde mich freuen wenn sie mier helfen könnten.,closed_app_misuse,App: beook 4.5.1 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-12-05 07:56:41 MEZ | Last install: 2017-06-12 11:12:27 MESZ | Application starts: 113 | Unique Device : 2b7a532e4e87fce9a9a57e22487c0fbd | 
2018020563000030,Anmeldung / Aktivierung,RICHM,3,Bitte löschen sie die Lizenz auf volgenden Laptop HP ProBook 4535s und aktivieren sie die Lizenz auf dem HP Spectre. Das vordere Gerät hat leider eien schaden bekommen deshalb kann ich dort die App nicht mehr brauchen. Ich bitte um schnellst möglich rückantwort,closed_max_devices,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-14 19:45:13 MESZ | Last install: | Application starts: 2 | Unique Device : 6ae6006998d5a49fdf137efc31cb1187 | 
2018020563000030,Anmeldung / Aktivierung,RICHM,1,Guten Tag Nicole Bürki Wir haben alle Ihre Geräte auf dem Lizenzserver ausgetragen. Sie können die App nochmals neu starten dann wird Ihr gewünschtes Gerät automatisch wieder registriert. Bei allfälligen Problemen senden Sie bitte eine neue Support-Anfrage damit wir die Protokoll-Datei prüfen können. Anderernfalls gehen wir davon aus dass sich Ihr Problem gelöst hat und schliessen das Ticket. Freundliche Grüsse Daniel Stainhauser ionesoft GmbH 05.02.2018 20:30 - xxx@xxx.xx schrieb: Falls die maximale Anzahl an Geräten überschritten wurde nennen Sie bitte das Gerät für das die Lizenz entfernt werden soll. Bitte löschen sie die Lizenz auf volgenden Laptop HP ProBook 4535s und aktivieren sie die Lizenz auf dem HP Spectre. Das vordere Gerät hat leider eien schaden bekommen deshalb kann ich dort die App nicht mehr brauchen. Ich bitte um schnellst möglich rückantwort Freundliche Grüsse,closed_max_devices,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-14 19:45:13 MESZ | Last install: | Application starts: 2 | Unique Device : 6ae6006998d5a49fdf137efc31cb1187 | 
2018020563000010,Anmeldung / Aktivierung,RICHM,1,Guten Tag Markus Lustenberger Vielen Dank für Ihre Anfrage. Können Sie uns bitte Ihr Anliegen genauer Beschreiben? Die Fachbücher von Richemont sind Verfügbar wenn Sie die Anmeldung mit dem Richemont Konto vornehmen. Sollten Sie Ihr Passwort vergessen haben bitten wir Sie das Passwort im Richemont Kundenkonto abzuändern.  [1]www.richemont.online  Ihre Logindaten vom Richemont Konto sind dieselben wie bei der beook Anmeldung sofern Sie das Richemont Login auswählen. Sollten Sie Bücher von anderen Anbieter haben ist es notwendig ein beook Konto zu erstellen. Sie können bei mehreren Anbieter angemeldet sein. Sollten Sie weitere Fragen haben steht Ihnen unser Support gerne zur Verfügung Freundliche Grüsse Richemont Support Richemont Fachschule 05.02.2018 08:44 - xxx@xxx.xx schrieb: Anmeldung Aktivierung [1] https://www.richemont.online ,closed_waiting_for_reply,User account exists: Yes | | App: beook v5.0.4 | Jailbroken: No | Model: iPad | Platform: iPad31 | System Name: iPhone OS | System Version: 9.3.5 | First install: 2014-12-17 16:18:00 MEZ | Application starts: 1 | Unique Device : e971aa3b95048e740f082737019887d6 | UI Type: Extended | 
