Ticket Nr.;Rating (1= sehr gut, 2= mittel, 3=nicht brauchbar);Ticket type;Mandant;Ticket text;Status;Template
2018013063000059; ;Anmeldung / Aktivierung;RICHM;Kann mich nicht anmelden weil das Passwort immer falsch seie. Welchen Aktivierungscode ich bräuchte verstehe ich auch nicht. ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2018013063000041; ;Anmeldung / Aktivierung;VELEDES; Mein Aktivierungscode lässt sich nicht aktivieren. qzce-9mak-ywt6 Ich danke Ihnen für Ihre Bemühungen im Voraus Beste Grüsse ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018013063000031; ;Anmeldung / Aktivierung;IONESOFT; Habe einen neuen Computer. Der alte Aktivierungscode funktioniert nicht mehr. Der Aktivierungscode war: y39p-yurh-he73 Kann ich einen neuen haben? ;closed successful;Mac: Enable Cookies
2018013063000013; ;Geräteanzahl überschritten;SVBA;Bitte entfernen Sie alle Geräte ausser HP Elitebook & Microsoft Surface Besten Dank ;closed_max_devices;Coupon einlösen Produkte nicht vorhanden
2018012963000089; ;Fehler in der App;SVBA; Bei mir lässt sich das Inkscape nicht öffnen auch nach mehrmaligem deinstallieren und herunterladen. Ausserdem habe ich die Aktuellste Version von Beook und Microsoft auf meinem Laptop. Es funktioniert einfach nicht auch wenn ich es normal mache. Was ist das erwartete Resultat? Die bearbeitete Zeichnung sollte vom Inkscape ins Beook übernommen werden.;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018012963000016; ;Geräteanzahl überschritten;VSRT-BBZ;Das Gerät dass entfernt werden soll ist mein Laptop da er kaputt ist das Model ist ein Surface book;closed successful;Floating Lizenz Geräte entfernt Konfiguration
2018012863000054; ;Anmeldung / Aktivierung;VSRT-BBZ;Guten Tag ich kann die üK Seiten im beook öffnen aber den anderen Ordner kann ich leider nicht öffnen. Mein Aktivierungscode ist 3gn8-vte4-g2c3. Mit freundlichen Grüssen ;closed_waiting_for_reply;Floating Lizenz Geräte entfernt Konfiguration
2018012863000045; ;Anmeldung / Aktivierung;DIHK;Habe ein neues Passwortes angefordert aber leider keine eMail bekommen. Im Spamfilter ist nichts gelandet. MfG ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018012863000027; ;Anmeldung / Aktivierung;DIHK; leider kann ich mich nicht mehr Anmelden. Ich bitte um Überprüfungen meines Account. Mit freundlichen Grüßen ;closed_app_misuse;Mac: Access Denied -> Cookies Virenscanner
2018012563000069; ;Anmeldung / Aktivierung;RICHM; Gutan Tag wenn ich mich mit meinem Richemont Konto anmelde wir die Anmeldung bestätigt gleichzeitig erschent aber eine Meldung das den angegebenen Benutzerdaten die Anmeldung fehlgeschlagen ist mit dem Vermerk interner Fehler was ist zu tun? zusätzlich möchte ich sie bitten meine Lizenzen auf mein Neues Gerät zu übertragen ;closed_novel_bug;Mac: Access Denied -> Cookies Virenscanner
2018012563000051; ;Anmeldung / Aktivierung;RICHM; Ich habe folgendes Problem: Ich kann die Fachblätter nicht laden. Ich habe bereits zweimal mit der Fachschule Richemont telefoniert welche mir gesagt haben dass diese bei mir freigeschaltet seien. Das Grundlagenbuch konnte ich ohne Probleme laden. den Button um das Konto zu aktualisieren habe ich ebenfalls bereits zweimal gedrückt. ;closed_app_misuse;Mac: Access Denied -> Cookies Virenscanner
2018012563000041; ;Anmeldung / Aktivierung;SVBA;" Ich habe Problemem mit der Anmeldung. Ich kann lediglich 10 Seiten anschauen und danach steht etwas von Lizenz erwerben. Als ich Konto und Linzenzen aktualisieren gedrückt haben taucht die Fehlermeldung \""Bitte geben Sie ihre Benutzerdaten ein\"" auf. ";closed successful;Coupon einlösen Produkte nicht vorhanden
2018012563000032; ;Anmeldung / Aktivierung;SVBA;" Die Anmeldung bei meinem EBook schlägt immer fehl und ich kann nicht mehr auf das Ebook zugreifen. Zusätzlich kommt die Meldung \""Registrierung Fehlgeschlagen\"". ";closed successful;Coupon einlösen Produkte nicht vorhanden
2018012463000034; ;Fehler in der App;SVBA;ich kann die Bilder nicht mehr mit Inkscape öffnen. es geht weder mit doppelklick noch mit rechtsklick mit freundlichen grüssen ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018012463000025; ;Anmeldung / Aktivierung;hep;Kann mich nicht mehr anmelden obwohl ich schon ein Konto erstellt habe.. Und Passwort kann ich auch nicht zurücksetzen. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018012463000016; ;Fehler in der App;SVBA;Die Beeok App stürtz unerwartet ab und reisst in der momentanen Sitzung Lösungen mit in den Abgrund. Beheben bitte;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018012363000116; ;Fehler in der App;SVBA; Ich kann in meinem Beook nicht zeichnen. Die Editoren lassen sich nicht öffnen ob mit Touch oder Doppelklick. Freundliche Grüsse ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018012363000091; ;Geräteanzahl überschritten;hep; Ich habe mein Lehrmittel Geografie Wissen und verstehen - Ein Handbuch für die Sekundarstufe 2 nur auf einem Gerät installiert und trotzdem kommt bei mir die Meldung dass die Geräteanzahl überschritten sei. Da ich dieses Lehrmittel für den Unterricht brauche wäre ich froh wenn das Problem möglichst bald behoben werden könnte. Mit freundlichen Grüssen ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2018012363000054; ;Geräteanzahl überschritten;hep;Guten Tag ich habe Gestern meinen Laptop neu aufgesetzt nun kann ich meine eLehrmittel nicht instelierten. Könnten Sie bitte alle bisherigen Instalationen die ja nicht mehr vorhanden sind entfernen? Danke ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2018012363000036; ;Geräteanzahl überschritten;VELEDES; Ich habe es nur auf meine Nate und ich möchte es auch auf meine tablet installieren ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2018012263000136; ;Fehler in der App;VELEDES; neu installieren des inhalt der inhalt wird nicht neu installiert es kommt lediglich neu installiere anstelle des öffnen symbol ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018012263000083; ;Geräteanzahl überschritten;Swissmem;Können Sie mir das Gerät nennen worauf sich meine Lizens bezieht. Vielen Dank ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2018012263000065; ;Geräteanzahl überschritten;BEOOK;" Bei mir ist nachwievor das gleiche Problem vorhanden. Nachdem ich beook 3- 4 mal gestartet habe ist die Geräteanzahl wieder überschritten. Dieser Fehler tritt auf seit meine Lizenz auf eine \""Floating- Lizenz\"" gewechselt wurde. Beim Start wird folgende Fehlermeldung angezeigt: \""Die Geräte- Identifikation stimmt nicht mit der Lizenz überein\"". Diesen Fehler habe ich schon mehrmals gemeldet. Letztmals am 8. 1. 2018. Besten Dank dass Sie mein Problem nochmals bearbeiten. Mit freundlichen Grüssen ";closed successful;Coupon einlösen Produkte nicht vorhanden
2018012263000011; ;Anmeldung / Aktivierung;VELEDES; ich kann nicht ins beook einsteigen. Zuerst kommt die Meldung dass ich einen Update vornehmen muss. Wenn ich dies anklicke kommt Netzfehler. Wenn ich in die Neuinstallation gehe steht wohl meine e-Mail-Adresse und mein PW drinnen aber der Aktivierungscode fehlt. Ich habe zwei Code wenn ich diese eingebe kommt ungültig z.B. x4ea-tr4u-e4y9 Besten Dank für das schnelle beheben des Problems. Freundliche Grüsse W. Schwarz Berufsschule für Detailhandel Zürich ;closed_old_app_version;Mac: Access Denied -> Cookies Virenscanner
2018012163000067; ;Anmeldung / Aktivierung;Swissmem;" Ich wende mich an Sie um Ihnen mitzuteilen dass der folgende Aktivierungscode meines eBOOKs \""MachineWorld\"" leider vom System nicht akzeptiert wurde: Lizenzschlüssel: s84k-ra84-x6s9 Bestellnummer: 9783037091098. Daher bitte ich Sie höflichst mir einen neuen gültigen Aktivierungscode zu schicken damit ich die Installation vollständig durchführen kann. Vielen Dank. Freundliche Grüsse Jonas Peter ";closed successful;Mac: Access Denied -> Cookies Virenscanner
2018012163000058; ;Geräteanzahl überschritten;SVBA;Ich möchte ein weiteres Gerät hintufügen. Dies hat auch funktioniert aber ich kann die eBooks welche ich besitze nicht installieren weil ich offenbar meine Geräteanzahl überschritten habe. Wie kann ich dieses Problem lösen? Erwarte eine baldige Bearbeitung. Freundliche Grüsse ;closed_max_devices;Coupon einlösen Produkte nicht vorhanden
2018012163000049; ;Fehler in der App;SVBA; Ich habe das Problem dass wenn ich ein Bild öffnen möchte um es zu bearbeiten es nicht auf geht. Ich habe es mit Link und doppel Rechtklick probier jedoch pasierte nichts. Habe auch versuch den Bearbeitung Editor zu wechseln jedoch ging es trozdem nicht. Gruss Ramon Siegrist  ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018012163000021; ;Anmeldung / Aktivierung;DIHK;Sehr geehrte Damen und Herren ich habe bei Ihnen die Lern App gekauft. Nun benötige ich den Aktivierungscode. Danke und mit freundlichen Grüßen Dörte Lattisch ;closed_app_misuse;Mac: Access Denied -> Cookies Virenscanner
2018011963000026; ;Fehler in der App;SMS-SG; ich habe im Oktober auf mein Ipad beook geladen und mir lädt es nicht alle Dateien. Ich hab schon einmal eine Anfrage versendet und hab gehofft das es irgendwann vielleicht durch ein update geht. Hier sind alle Problem Dateien: DL: Vermahlung Durum ET: Energieverteilung-Leistungsberechnung Kompensation Waage+Dosiergeräte SPS-Praktische Anwendung Sensoren+Aktoren und in allen Büchern fehlen alle meine dazu gefügten Bilder. ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018011863000019; ;Fehler in der App;SVBA; Ich kann keine Bilder öffnen. Beook sagt ich sei aktuell.. Windows gibt mir auch kein Update an. werden auch mit einem anderen Editor nicht geöffnet. ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018011763000075; ;Anmeldung / Aktivierung;DIHK; leider habe ich mein Passwort und Benutzername vergessen. Freischaltungscode lautet 666xsjfg1s Ich habe mich abgemeldet weil nicht alle Skripte vorhanden sind und als ich mich neu anmelden wollte habe ich die benötigten Daten vergessen. Bitte um baldige Rückmeldung. Vielen Dank im Voraus! MfG ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2018011763000066; ;Geräteanzahl überschritten;hep;können Sie bitte alle Geräte entfernen. Keines ist mehr aktuell.;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2018011763000057; ;Geräteanzahl überschritten;hep; Am besten für alle Geräte. Ich habe vor der Wiederherstellung meines Gerätes bei E-Book abgemeldet. Diese Funktion funktioniert trotzdem nicht : kann man nicht selber seinen Account verwalten oder wann wird es mal zur verfügung stehen ? Ich wäre froh wenn die aktivierung/deaktivierung schnel geht damit ich weiterhin in der Schule das E-Book verwenden kann Mit Freundlichen Grüssen ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2018011763000048; ;Geräteanzahl überschritten;RICHM;Ich möchte die lizenz an meinem Ipad entfernen und möche es an meinem iphone aktivieren;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2018011763000021; ;Fehler in der App;BEOOK;  ich kann den zeichnungseditor auf alle arten nicht öffnen. ;closed successful;Anmeldung - Hinweise für Aktivierung
2018011663000157; ;Anmeldung / Aktivierung;BEOOK; wir sind zu Hause gerade dabei einen anderen PC einzurichten. Ich möchte mich daher von diesem PC abmelden. Gruss Trudi ;closed successful;Anmeldung - Hinweise für Aktivierung
2018011663000148; ;Fehler in der App;SVBA; Guten Abend Ich hatte jetzt bereits schon mehrere Male probleme mit der Synchronisation in der Beook app. Wenn ich etwas ausgefüllt habe erscheint dies manchmal beim erneuten öffnen nicht. Ich warte beim herunterfahren jedoch immer darauf das die Synchronisation abgeschlossen ist. Ich habe einen Lenovo Yoga 510 mit windows 10 Betriebssystem wäre es möglich das es an meinem Gerät liegt? Mit freundlichen Grüssen Joel Schmidt ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018011663000139; ;Fehler in der App;DIHK;Beim Aufruf des Inhaltsverzeichnisses und der Lesezeichen auch schon der Notizen wird die App beendet.;closed_novel_bug;Mac: Access Denied -> Cookies Virenscanner
2018011663000121; ;Anmeldung / Aktivierung;hep;Falls Sie ein Problem mit der Anmeldung oder dem Coupon Code haben beschreiben Sie bitte die Fehlermeldung und geben Sie Ihren Coupon Code an. Guten Tag ich kann nicht mehr in die verschiedenen Inhalte zugreiffen. Ist es mögich dass sie mir das Konto wider neu einrichten können. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018011663000111; ;Fehler in der App;SVBA; Ich möchte ein Bild bearbeiten aber das Bild öffnet sich nach dem Doppelklick nicht.  Ich kann Felder die ich bearbeiten möchte nicht öffnen bzw ich kann nicht in der App schreiben oder zeichnen. Was ist das erwartete Resultat? ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018011663000102; ;Fehler in der App;SVBA;Ich kann denn Zeischnungseditor nicht öffnen und in die Bilder der aufgaben zeichnen. Dieses Problem ist mir schon das zweite mal Passiert und hoffe das Sie diese wieder so schnell wie letztes mal lösen können.;closed successful;Coupon einlösen Produkte nicht vorhanden
2018011663000095; ;Fehler in der App;PHZH;"Da eine Konvertierung durchgeführt wurde habe ich das E-Book \""Texte meistern\"" gelöscht und wieder neu installiert. Jedes Mal wenn ich es neu installiere kommt die Meldung dass das Kapitel \""Texte meistern\"" nicht geladen werden kann. Bevor ich das E-Book gelöscht habe hat alles noch funktioniert. Ich habe mich auch schon abgemeldet und neu angemeldet. ";testing;Mac: Enable Cookies
2018011663000059; ;Fehler in der App;hep;Bei dem Importieren der Dateien die vom Lehrer geschickt wurden zeigt die App diese bei den Kapiteln nicht an. Dies passierte erst nach der Aktuallisation der App. Meine persönliche Notitzen sind beibehalten worden aber alle zugeschickte Dateien von Lehrer sind weg. Ich bitte Sie dieses Problem sich anzuschauen und reparieren. Ich wäre aber froh wenn meine Notitzen nicht verloren gehen. ;closed unsuccessful;Anmeldung - Hinweise für Aktivierung
2018011563000113; ;Fehler in der App;Swissmem;Bitte überprüfen Sie ob sich der Fehler reproduzieren lässt. Beschreiben Sie dann bitte die letzten Aktionen die Sie vor dem Fehlverhalten des Programms getätigt haben. Guten Abend Ich habe mir im August 2017 Lizenzen für Ebooks erworben die bis August 2021 gültig sein sollten. Seit Neujahr sind die Lizenzen abgelaufen und ich kann nichts lernen. Bitte helfen sie mir den Fehler zu beheben. Mit freundlichen Grüssen ;closed_app_misuse;Mac: Access Denied -> Cookies Virenscanner
2018011563000097; ;Fehler in der App;SVBA; Sämtliche Bilder lassen sich nicht mehr bearbeiten seit einer Woche. Ich habe Inzwischen Die App probiert zu aktualisieren was erfolglos war und habe die App auch neu Instaliert 5.0.5 was aber nichts gebracht hat. ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018011563000088; ;Fehler in der App;SVBA;  Man kann nicht mehr zeichnen! Doppelklick und es geht nichts App zugemacht und neu gestartet und es geht immer noch nicht. Die neue Version ist drauf. Was ist das erwartete Resultat? ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018011563000079; ;Fehler in der App;SVBA;Es übernimmt die Arbeit vom Incskape nicht auf das Beook;closed successful;Coupon einlösen Produkte nicht vorhanden
2018011563000061; ;Anmeldung / Aktivierung;SVBA; Wenn ich mich versuche anzumelden kommt jedesmal die Fehlermeldung das die Anmeldungsdaten nicht korrekt sind. Wenn ich dann versuche mein Passwort zurückzusetzen kommt eine weitere Fehlermeldung das keine E-mail an folgende Adresse gesendet werden kann. Dies habe ich bereits mit folgenden E-mail Adressen versucht. Und zwar mit meiner privaten E-mail: und mit meiner Schul E-mail: . Beides funktionierte jedoch nicht. Als Aktivierungscode habe ich mein Passwort 10barLadedruck benutzt. Dies ist nun meine dritte Mail und ich erwarte sofortige Antwort. ;closed_old_app_version;Coupon einlösen Produkte nicht vorhanden
2018011563000051; ;Anmeldung / Aktivierung;VELEDES;ich kann mich erneut nicht bei meine beook konto anmelden. wollte das konto neu machen ubd dann steht mit meinen angaben kann man sich nicht anmelden ausserdem ist angezeigt worden dass mein aktivierungs code nicht gültig sei obwohl er noch gültig ist;closed successful;Coupon einlösen Produkte nicht vorhanden
2018011463000044; ;Anmeldung / Aktivierung;BEOOK; ich habe keine authorisierung mehr und kann mich nicht anmelden;closed_license_error;Anmeldung - Hinweise für Aktivierung
2018011463000035; ;Anmeldung / Aktivierung;hep; Ich konnte mein Konto nicht vollständig aktivieren da der Coupon Code nicht mehr gültig ist. Ich besitze einen neuen Laptop da mein alter nicht mehr geht. Auf meinem alten Laptop hatte ich das E Lehrmittel schon mal installiert mit dem Code : cdcc2802b5e0 . Könnten sie mir so schnell wie möglich einen Neuen Code geben? Besten Dank Freundliche Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018011463000026; ;Anmeldung / Aktivierung;SVBA; Bei doppelklick kann ich Sketchpad nicht mehr öffnen. Es passiert garnichts. Was ist das erwartete Resultat? ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018011263000075; ;Geräteanzahl überschritten;hep; Sehr geehrte Damen und Herren Ich habe gerade versucht das eLehrmittel zu installieren. Ich habe den Code neu bekommen und habe den Code auch noch auf keinem anderen Gerät benutzt. könnten Sie mir bitte alle anderen Geräte löschen und mein Acer notebook mit dem ich gerade die Registrierung gemacht habe registriert lassen? Besten Dank und freundliche Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018011263000066; ;Fehler in der App;VELEDES;türe fehlte wurde auch nicht wieder angezeigt. tedt musste zu endegelaufen werden...;closed successful;Coupon einlösen Produkte nicht vorhanden
2018011263000057; ;Fehler in der App;VELEDES;dren.avdijaij stande heute keine Test zur Verfügung;closed successful;Coupon einlösen Produkte nicht vorhanden
2018011263000048; ;Fehler in der App;VELEDES;test konnte nicht angeklickt werden wurde zwar blau passierte jedoch sonst nicht auch kamdie Meldung beook reagiert nicht drückte man auf warten ging es wieder...;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018011163000139; ;Fehler in der App;SVBA; Die Bilder wie auch Hauschenraster lassen sich nicht mehr durch Doppelklick oder mit der rechten Maustaste zum annotieren öffnen. Freundliche Grüsse ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018011163000111; ;Fehler in der App;VELEDESLK;   Was ist das erwartete Resultat? ;closed successful;Coupon einlösen Produkte nicht vorhanden
2018011163000077; ;Fehler in der App;SVBA;  Ich kann keine Zeichnungen mehr machen. Vorher konnte ich mit einem Doppelklick auf das bild Zeichnungen drauf machen jetzt geht das nicht mehr. ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2018011063000113; ;Anmeldung / Aktivierung;IONESOFT; Hallo bis heute hatte ich noch keine probleme mit der App. Heute 10.01.2018 funktioniert die synchronisierung nicht und die kapitel sind nicht anklickbar. ;closed_waiting_for_reply;Grafikkarte schwarze Balken
2018011063000024; ;Anmeldung / Aktivierung;SVBA;" Ich kann leider kein Konto erstellen \""Update fehlgeschlagen\""! Ich habe diese zwei Aktivierungscodes pa68-mj4g-x57b vags-k5qk-v7d2 Besten Dank für Ihre Hilfe ";closed unsuccessful;Coupon einlösen Produkte nicht vorhanden
2018011063000015; ;Fehler in der App;Swissmem; Heute Morgen um ca 08:15 habe ich das Buch Konstrukteur Lehrgang 1 aktualisiert. Anschliessend hat es mir in dem Buch im 3. Kapitel fast alle Daten gelöscht. Obwohl ich vor der Aktualisierung ein Backup erstellt habe konnte ich dieses nicht wiederherstellen. Es stand Backup wiederhergestellt die Daten waren trotzdem weg. Ich bitte um Ihre Hilfe Telefonischer Kontakt bevorzugt. 00423 377 64 23 Freundliche Grüsse ;closed unsuccessful;Mac: Access Denied -> Cookies Virenscanner
2018010963000072; ;Anmeldung / Aktivierung;VSRT-BBZ;Den Aktivierungscode nimmt es nicht an: u4qq-mfqu-f9r1. Feld bleibt rot Kunde spricht französisch. ;closed successful;Floating Lizenz Geräte entfernt Konfiguration
2018010863000109; ;Anmeldung / Aktivierung;SVBA; Als ich heute mein beook starten wollte konnte ich mich nicht anmelden. Als ich dann mein Passwort zurücksetzen wollte kam die Fehlermeldung: es konnte keine E-mail an... gesendet werden. ich habe die Anmeldung mit der Schul E-mail sowie mit meiner privaten E-mail versucht jedoch funktionierte dies ebenfalls nicht. Bitte geben sie mir sobald wie möglich eine Lösung für mein Problem. ;closed_old_app_version;Coupon einlösen Produkte nicht vorhanden
2018010863000065; ;Anmeldung / Aktivierung;RICHM; beim Zugriff auf ein Fachblatt steht die Meldung Geräteanzahl überschritten. Kann nicht sein da es um eine Erstinstallation handelt. Gruß ;closed successful;Mac: Enable Cookies
2018010863000056; ;Geräteanzahl überschritten;BEOOK;" Ich habe folgedes Problem. Seit der Umstellung auf eine \""Floating- Lizenz\"" kommt immer wieder die Fehlermeldung \""Geräteanzahl überschritten\"". Sie haben die Anzahl bereits zweimal zurückgesetzt. Wenn ich mich jedoch wieder ein paar mal einlogge habe ich wieder das selbe Problem. Könnten Sie bei mir nochmals die Einstellungen überprüfen oder mir erklären was ich falsch mache? Mit freundlichen Grüssen René Rohr ";closed successful;Anmeldung - Hinweise für Aktivierung
2018010863000029; ;Anmeldung / Aktivierung;VELEDES; Meine ganze Klasse konnte sich einloggen jedoch hatte niemand einen Test zur Verfügung. Freundliche Grüsse ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018010763000021; ;Fehler in der App;hep; Wie kann ich mit einer ISBN Nummer ein e-Lehrmittel freischalten? Danke im Voraus. Mit freundlichen Grüssen ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2018010663000023; ;Geräteanzahl überschritten;hep; Guten Tag Bitte alle Geäre entferner. Besten Dank. Freunldcihe Grüsse ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2018010563000061; ;Fehler in der App;VELEDESLK;"app crash bei Mehrfachklick in Textfeld Email bei \""Login\""";testing;Coupon einlösen Produkte nicht vorhanden
2018010163000014; ;Anmeldung / Aktivierung;SVBA;Guten Tag und vorab alles Gute im neuen Jahr ; Was habe ich sonst noch mit dem Programm gemacht evtl. wichtig für Sie zu wissen. Ich habe an der letzten SVBA Sitzung mit Unterstützung meiner Kollegen mein Gerät so eingerichtetdass ich beim Aufstarten direkt auf die Entwickler oder Test Variante/Ebene gelange. \nAktivierungscodes habe ich 2: \n82fp-h5nt-vc24\ngczo-s262-jqn6\nWie gelange ich an die Aufgaben der Lernziele 1.3.03 und 3.5.02 um diese zu gegenlesen und lösen?\n\nFür Ihren Support bedanke ich mich herzlich.\n\nLiebe Grüsse Carlos Pereira;closed successful
2017122763000028; ;Anmeldung / Aktivierung;SFF;Ich wollte das ebook Fachkunde für die Schweizer Fleischwirtschaft laden. Den Aktivierungscode konnte ich aber nirgends eingeben. Freundliche Grüsse ;closed_license_error;Mac: Access Denied -> Cookies Virenscanner
2017122363000026; ;Geräteanzahl überschritten;hep;Ich habe meinen Laptop mit Windows 10 zum 3. Mal komplett zurückgesetzt und nun steht dass die Geräteanzahl überschritten ist. Vielen Dank für die Hilfe.;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2017122163000101; ;Fehler in der App;hep;ich bin einer Klasse beigetreten ich sehe meine Klasse auch doch ich sehe die beiträge nicht.;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2017122163000093; ;Fehler in der App;SVBA;Aufgaben werden nur Teilweise oder gar nicht gespeichert.;closed_old_app_version;Coupon einlösen Produkte nicht vorhanden
2017122163000066; ;Fehler in der App;SVBA; Bei mir wurde in der Fahrweksapp auf der Seite 793 und 794 einige Daten gelöscht. Die Nummer 5 7 und 10 war nicht mehr vorhanden. Ich habe letzte Woche nach dem ich es ausgefühlt habe ein Foto gemacht und von dem Aktuellen Stand auch. In der Zwischenzeit habe ich es aber wieder ausgefüllt. Ich habe auch alle Aktualisierungen gemacht. Freundliche Grüsse ;closed_app_misuse;Coupon einlösen Produkte nicht vorhanden
2017122163000057; ;Fehler in der App;SVBA;793-794 Wurde mir alles gelöst ich habe als beweiss ein foto gemacht falls sie diese bräuchten könnte ich ihnen die schinken bräuchte eifach eine adresse ;closed_app_misuse;Coupon einlösen Produkte nicht vorhanden
2017122163000048; ;Fehler in der App;SVBA;Im Fahrwerk-App auf der S. 793-794 sind nach einer Woche die eingetragenen Antworten nicht mehr vorhanden. Zur Kontrolle habe ich letzte Woche ein Foto gemacht und diese Woche gemerkt dass das Ergebnis nicht übereinstimmt. Auf der S.793 fehlen Nr. 4+5 auf der nächsten S. fehlt alles. Falls die Fotos als Beweis benötigt werden geben sie die E-Mail Adresse an.;closed_app_misuse;Coupon einlösen Produkte nicht vorhanden
2017122163000021; ;Anmeldung / Aktivierung;SNV; Mit Ihrem Hinweis ist es nun gelungen Beook zu aktivieren. Leider sagt mir nun das System dass mein Aktivierungscode ungültig ist. Sie können sicher verstehen dass mich die ganzen Umtriebe für dieses E-Book langsam aber sicher stressen. Könnten Sie bitte umgehen prüfen warum nun mein Aktivierungscode nicht gültig ist siehe Anhang. Ich danke Ihnen schon im Voraus. Freundliche Grüsse  ;closed_novel_bug;Mac: Access Denied -> Cookies Virenscanner
2017121963000052; ;Geräteanzahl überschritten;BEOOK;Seit ich eine „Floating device Lizenz“ besitzte habe ich immer wieder das Problem dass nach kurzer Zeit die Geräteanzahl für bestimmte e-books überschritten ist. Vor ca. 2 Wochen wurde die Anzahl zurückgesetzt leider ist jetzt diese bereits wieder überschritten. Muss ich bei den Einstellungen etwas ändern oder mache ich sonst etwas falsch? Mit freundlichen Grüssen ;closed successful;Anmeldung - Hinweise für Aktivierung
2017121963000034; ;Fehler in der App;FOMA; Handnotiz verschiebt sich in die obere linke Ecke und wird kaum lesbar!  Schlecht lesbar siehe screenshot in separatem Mail von Was ist das erwartete Resultat? ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2017121863000125; ;Fehler in der App;SVBA;Ich habe mein Computer auf dem neusten stand und neu ein Update gemacht. Beook habe ich auch aktualisiert. Die Arbeit die ich auf dem Inkscape mache überträgt es nicht aufs Beook. Dieses Problem ist schon öfters aufgetreten. Ich hoffe das dies aufgehoben wird.;closed successful;Coupon einlösen Produkte nicht vorhanden
2017121863000116; ;Fehler in der App;SVBA;Ich habe mein Computer auf dem neusten stand und neu ein Update gemacht. Beook habe ich auch aktualisiert. Die Arbeit die ich auf dem Inkscape mache überträgt es nicht aufs Beook. Dieses Problem ist schon öfters aufgetreten. Ich hoffe das dies aufgehoben wird.;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2017121863000091; ;Fehler in der App;hep;Bitte überprüfen Sie ob sich der Fehler reproduzieren lässt. Beschreiben Sie dann bitte die letzten Aktionen die Sie vor dem Fehlverhalten des Programms getätigt haben. Immer wenn ich die Übungen aus dem Arbeitsheft lösen möchte gerate ich direkt auf die Repetitionsfragen. ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2017121863000081; ;Fehler in der App;hep;ich komme nicht mehr zu dem Inhalt des zweiten Kapitels mir scheint als wären die Aufgaben aus dem Arbeitsheft gar nicht vorhanden.;closed successful;Mac: Access Denied -> Cookies Virenscanner
2017121863000054; ;Geräteanzahl überschritten;Swissmem;Könnten Sie mir bitte die Lizenzen auf beiden Computern zurücksetzen? Vielen Dank und freundliche Grüsse ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2017121863000027; ;Geräteanzahl überschritten;Swissmem;Könnten Sie bitte die Lizenz vom Gerät welches kein ASUS Laptop ist entfernen? Wenn dies nicht möglich sein sollte bitte von allen Geräten. Vielen Dank und Freundliche Grüsse Luca Saurenmann ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2017121763000047; ;Fehler in der App;Swissmem;Im TD Kapitel 5 Aufgabe 12 wird die Lösung nicht vollständig dargestellt.;closed successful;Mac: Access Denied -> Cookies Virenscanner
