name;text
hep: Internetverbindung;"<div><div><div><div><div><div><div><div><div><div><div><div>Besten Dank für Ihre Supportanfrage.<br />&nbsp;</div>Damit die eLehrmittel App konfiguriert werden kann wird beim erstmaligen Starten, sowie beim Anmelden und Aktiveren neuer eLehrmittel, eine funktionstüchtige Internetverbindung benötigt.<br /><br />Folgende Schritte können mögliche Störungsquellen beseitigen:<ol>	<li>Stellen Sie sicher, dass Ihr Gerät mit dem Internet verbunden ist. Starten Sie die Applikation nochmals neu.</li>	<li>Schalten Sie temporär Ihren allfälligen Virenscanner aus und starten Sie danach die Applikation neu.</li>	<li>Schalten Sie temporär Ihre lokale Firewall aus und&nbsp;starten Sie danach die Applikation neu.&nbsp;</li>	<li>Konfigurieren Sie gegebenenfalls die Proxy Einstellungen Ihres Netzwerkes in den Einstellungen der Applikation, unter «Erweiterte Einstellungen».&nbsp;</li>	<li>Wenden Sie sich an den Netzwerkadministrator wenn die Verbindung immer noch nicht klappt. Geben Sie ihm die folgende Zusatzinformation:&nbsp;Es wird eine Verbindung zu&nbsp;<a href=""https://license.hep-verlag.ch/"">https://license.hep-verlag.ch</a>&nbsp;benötigt. Port 443. Die App ist standardmässig unter C:\Apps\eLehrmittel installiert. SSL-Zertifikate dürfen nicht aufgebrochen werden.</li></ol></div></div><div><div>Sollten die obigen Schritte nicht zum Ziel führen, so senden Sie bitte nochmals eine neue «Support-Anfrage» aus dem eLehrmittel.</div></div></div></div></div></div></div></div></div></div></div>"
hep: Internetverbindung (fr);"Merci pour votre demande de support.<br /><br />Pour que l'application eLehrmittel soit configurée, une connexion Internet fonctionnelle est nécessaire lors du premier démarrage de l'application, ainsi que lors de l'enregistrement et de l'activation de nouvelles ressources eLehrmittel.<br /><br />En cas de perturbations, les étapes suivantes peuvent éliminer les problèmes:<ol>	<li>Assurez-vous que votre appareil soit&nbsp;connecté à Internet. Redémarrez l'application.</li>	<li>Désactivez temporairement votre logiciel antivirus et redémarrez l'application.</li>	<li>Éteignez temporairement votre pare-feu local et redémarrez l'application.&nbsp;</li>	<li>Si nécessaire, configurez les paramètres proxy de votre réseau dans les paramètres de application beook sous ""Paramètres avancés"".&nbsp;</li>	<li>Contactez votre administrateur réseau si la connexion ne fonctionne toujours pas. Donnez-lui les informations complémentaires suivantes: Une connexion à&nbsp;<a href=""https://license.hep-verlag.ch/"">https://license.hep-verlag.ch</a>&nbsp;est nécessaire qui utilise le&nbsp;Port 443. L'application est installée par défaut sous C:\Apps\eLehrmittel. Les certificats SSL ne doivent pas être fracturés par une composante du système.</li></ol><br />Si les étapes ci-dessus ne mènent pas à l'objectif, veuillez envoyer une nouvelle ""demande de support"" depuis l'application eLehrmittel."
hep: Log-File manuell schicken (eLehrmittel RCP Windows);"<p>Weil Sie keine Support-Anfrage abschicken können, bitten wir Sie das Protokoll-File der App manuell an uns zu senden. Dafür gehen Sie wie folgt vor:<br /><br />Drücken Sie die auf der Tastatur die Windows-Taste (Windows-logo)&nbsp;zusammen mit ""R"".<br /><br />Das Fenster ""Ausführen"" öffnet sich. Geben Sie folgenden Befehl ein:<br />%appdata%/eLehrmittel/.logs</p><p>Bestätigen mit ""ok"". Im geöffneten Verzeichnis alle&nbsp;Files kopieren und an uns senden.</p>"
hep: Mac neu anmelden;"<span style=""font-family:verdana,geneva,sans-serif"">Ich habe Ihre Geräte entfernt. Sie können diese nochmals aktivieren:<br /><br />1. Gehen Sie in das Portal der App (Haus-Symbol)<br />2. Dort gibt es ein Feld ""Coupon einlösen"". Drücken Sie darauf ohne etwas einzugeben<br />3. Nun sollten ihre erworbenen eLehrmittel in der Liste ""Meine eLehrmittel"" aufgeführt sein<br />4. Falls nicht schon erfolgt, drücken Sie auf ""Herunterladen"" oder ""Neu installieren"" um das gesamte eLehrmittel in die App zu laden.<br /><br /><br />Bei der Registrierung sollten Sie Ihren Mac mit dem Netzwerkkabel verbinden und auch das WLAN eingeschaltet haben. So ist sichergestellt dass die Geräteidentifikation korrekt ermittelt wird.</span>"
hep: neu anmelden;"<span style=""font-family:verdana,geneva,sans-serif"">Bitte versuchen Sie folgendes um alle ihre eLehrmittel nutzen zu können:<br /><br />1. Gehen Sie in das Portal der App (Haus-Symbol)<br />2. Dort gibt es ein Feld ""Coupon einlösen"". Drücken Sie darauf ohne etwas einzugeben<br />3. Nun sollten ihre erworbenen eLehrmittel in der Liste ""Meine eLehrmittel"" aufgeführt sein<br />4. Falls nicht schon erfolgt, drücken Sie auf ""Herunterladen"" oder ""Neu installieren"" um das gesamte eLehrmittel in die App zu laden.<br /><br />Sollte dies nicht funktionieren so senden Sie bitte eine Support-Anfrage aus der App, unter ""Hilfe"" (im Portal, Couvert Icon). Dann sehen wir in der Log-Datei an was es liegen könnte.</span>"
hep: Neue Version installieren;Besten Dank für Ihre Anfrage. Wir haben gesehen dass Sie eine alte Version des eLehrmittels verwenden. Die neueste Version hat zahlreiche Fehlerkorrekturen und wir empfehlen diese zu installieren.<br /><br />Sie können die neueste Version von der Webseite herunterladen und in den selben Ordner wie bisher installieren. Beenden Sie zuvor die laufende App.<br /><br />http://www.hep-verlag.ch/elehrmittel-app-herunterladen<br /><br />Sollte das Problem weiterhin auftreten, so senden Sie bitte wieder eine neue Support-Anfrage, damit wir es in der mitgesendeten Log-Datei untersuchen können.
hep: Neue Version installieren, neu anmelden;"<span style=""font-family:verdana,geneva,sans-serif"">Besten Dank für Ihre Anfrage. Wir haben gesehen dass Sie eine alte Version des eLehrmittels verwenden. Die neueste Version hat zahlreiche Fehlerkorrekturen und wir empfehlen diese zu installieren.<br /><br />Sie können die neueste Version von der Webseite herunterladen und in den selben Ordner wie bisher installieren. Beenden Sie zuvor die laufende App.<br /><br />http://www.hep-verlag.ch/elehrmittel-app-herunterladen<br /><br />Nach der Installation sollten Sie die eLehrmittel nochmals freischalten. Gehen Sie wie folgt vor:<br /><br />1. Gehen Sie in das Portal der App (Haus-Symbol)<br />2. Dort gibt es ein Feld ""Coupon einlösen"". Drücken Sie darauf ohne etwas einzugeben<br />3. Nun sollten ihre erworbenen eLehrmittel in der Liste ""Meine eLehrmittel"" aufgeführt sein<br />4. Falls nicht schon erfolgt, drücken Sie auf ""Herunterladen"" oder ""Neu installieren"" um das gesamte eLehrmittel in die App zu laden.<br /><br />Sollte dies nicht funktionieren so senden Sie bitte eine Support-Anfrage aus der App, unter ""Hilfe"" (im Portal, Couvert Icon). Dann sehen wir in der Log-Datei an was es liegen könnte.</span>"
hep: Passwort zurücksetzen;"Der Grund des Problems liegt am Passwort welches Sie nun wechseln müssen.<br /><br /><span style=""font-family:verdana,geneva,sans-serif"">Sie können sich ein neues Passwort für die Anmeldung im eLehrmittel unter der folgenden URL setzen:<br /><br />http://www.hep-verlag.ch/customer/account/forgotpassword/</span><br /><br />Danach müssen Sie das Passwort auch in der eLehrmittel App neu speichern. Dies geht wie folgt:<ol>	<li>Melden Sie sich im eLehrmittel zuerst ab, indem Sie im Portal (Haus-Symbol) oben rechts auf Ihren Benutzernamen klicken</li>	<li>Sodann klicken Sie auf «Abmelden»</li>	<li>Wählen Sie die erste Option: Gerät abmelden</li>	<li>Nun können Sie wieder auf «Anmelden» klicken</li></ol>Falls Sie gewisse ebooks nur unvollständig nutzen können, so installieren Sie diese nochmals neu.<br /><br />Sollte dies nicht zum Erfolg führen, dann senden Sie uns bitte nochmals eine neue Support-Anfrage aus der App.<br />&nbsp;"
Inhaltlicher Fehler, wird weitergeleitet;Besten Dank für Ihre Rückmeldung zu einem inhaltlichen Fehler.<br /><br />Wir werden dies den zuständigen Autoren weiterleiten. Diese werden es prüfen und entsprechend behandeln, so dass der Fehler bei einer Aktualisierung des Lehrmittels behoben wird.<br /><br />Wann dieser genau erfolgt kann ich Ihnen nicht sagen. Sie werden über die Aktualisierung in der App entsprechend informiert, indem Sie im Portal eine Aktualisierungsmeldung (blau) ersehen.
Inkscape Windows-Store Version;"Wenn Sie Inkscape als externen Zeichnungseditor nutzen möchten, dann verwenden Sie bitte die aktuelle Version von der Inkscape Webseite. Es besteht ein Problem mit der Inkscape Version aus dem Windows App Store (die Anreicherungen werden nicht übernommen und das Bild lässt sich nicht ein zweites mal öffnen).<br /><br />Fall Sie bereits die Version aus dem Windows App Store installiert haben, dann deinstallieren Sie zuerst die Inkscape App und installieren danach die Inkscape Version von der offiziellen Webseite&nbsp;<a href=""https://inkscape.org/en/release/"">https://inkscape.org/en/release/</a>. Diese funktioniert problemlos im Zusammenspiel mit beook.<br /><br /><img src=""blob:https://support.ioneaccess.ch/5522ecaa-74cd-4571-b78f-6b260cde5a8f"" width=""650px"" /><br /><br /><br />Anmerkung: Möglicherweise können Sie das zuvor bereits bearbeitete Bild nachträglich nicht noch einmal bearbeiten. Ein Restart des PCs kann hier helfen. Alternativ können Sie auch ein Bildschirmfoto erstellen und dieses als Foto auf eigener eigenen Seite einfügen, welches Sie danach ebenso bearbeiten können. Oder Sie nehmen den Sketchpad Editor für diese Abbildung.<br /><br />Bitte überprüfen Sie die korrekte Funktion von Inkscape mit einem anderen Bild, welches Sie noch nie bearbeitet haben.<br /><br />Häufiger Fehler: Klicken Sie im kleinen Popup auf ""Änderungen übernehmen"" erst nachdem Sie in Inkscape die Zeichnung gespeichert haben. Der Dialog muss dabei offen bleiben."
Inkscape, SVG Verknüfpung;"Wir haben Ihre Support-Anfrage erhalten, besten Dank.<br /><br />Sie können den Inkscape SVG Editor nicht verwenden um die Bilder zu annotieren. Dies kann zwei Gründe haben.<br /><br />1. Nach eines Softwareaktualisierung von Microsoft Windows kann es vorkommen, dass die Verknüpfung verloren geht. Hier ist beschrieben wie Sie den Editor neu verknüpfen können:<br /><br />https://beook.ch/cms/tiki-index.php?page=Windows%3A+Standardprogramm+setzen+f%C3%BCr+SVG<br /><br />2. Wenn dies nicht möglich ist, so können Sie den Programmpfad zu Inkscape in den Einstellungen der App setzen. Gehen Sie dazu in den Einstellungen zu ""Anzeige und Navigation"" und setzen Sie den Pfad des externen SVG-Editors, indem Sie das Inkscape.exe Programm auswählen.<br /><br />&nbsp;"
iPad: Neue Version updaten;Besten Dank für Ihren Bericht. Es ist eine neue Version der App für iOS erschienen, welche das gemeldete Problem wahrscheinlich behebt.<br /><br />Bitte aktualisieren Sie diese neue Version unter Updates in der AppStore App.<br /><br />Falls der Fehler danach immer noch auftritt so senden Sie bitte nochmals eine neue Support-Anfrage. Besten Dank für Ihre Mithilfe.
Kapitel umschalten;"Die App ist so aufgebaut dass Sie jeweils den Inhalt eines Kapitels im Überblick haben.<br /><br />Sie können in ein anderes Kapitel wechseln indem Sie auf das Buchcover oberhalb des Inhaltsverzeichnisses klicken. So wechseln Sie bequem zwischen den verschiedenen Kapiteln.<br /><br />Mehr zur Bedienung finden Sie in der Hilfe, welche Sie via Portal (Haus-Symbol) aufrufen können, sowie auf der Webseite.<br />&nbsp;"
Konto erstellen, dann Coupon einlösen;"Damit Sie den Coupon aktivieren können müssen Sie zuerst ein beook Konto in der App erstellen. Sie haben noch kein solches Konto erstellt.<br /><br />Gehen Sie dazu ins Portal der App und klicken Sie auf «beook Konto erstellen». Dort können Sie Ihre Email-Adresse und ein Passwort definieren. Auf der selben Seite lässt sich auch der Coupon-Code eingeben. Danach werden die Lizenzen freigeschaltet und Sie können die ebooks in die App installieren.<br /><br />Weitere Informationen und Anleitungen finden Sie in der Benutzeranleitung (?-Icon) oder auf unser Webseite unter <a href=""https://beook.ch/cms/tiki-index.php?page=Dokumentation"">Dokumentation</a>"
Konto erstellen, dann Coupon einlösen (FR);"Afin d'activer le coupon, vous devez d'abord créer un compte beook dans l'application. Vous n'avez pas encore créé un tel compte.<br /><br />Allez sur le portail de l'application et cliquez sur ""Créer un compte beook"". Vous pouvez y définir votre adresse e-mail et un mot de passe. Le code coupon peut également être entré sur la même page. Ensuite, les licences seront déverrouillées et vous pourrez installer les ebooks dans l'application.<br /><br />Vous trouverez de plus amples informations et instructions dans le manuel d'utilisation (?-Icône) ou sur notre site Internet sous <a href=""https://beook.ch/cms/tiki-index.php?page=Documentation"">Documentation</a><br /><br />&nbsp;"
Konto und Lizenzen aktualisieren;"Versuchen Sie Ihren Benutzer-Account aufzufrischen.<ol>	<li>Stellen Sie sicher, dass Sie über eine Internetverbindung verfügen.</li>	<li>Stellen Sie sicher, dass Sie angemeldet sind. Falls nicht, so&nbsp;melden Sie sich zuerst an. Wenn Sie Ihr Passwort nicht mehr kennen, so können Sie dieses zurücksetzen mit dem Link unterhalb des Anmelden Knopfes.</li>	<li>Öffnen Sie&nbsp;das Portal der App (Haus-Symbol in der Seitenleiste oben links).</li>	<li>Dann klicken Sie oben rechts auf Ihren Benutzer (Name oder Email mit Symbol).</li>	<li>Frischen Sie nun&nbsp;Ihren Account und Ihre Installation auf, indem Sie auf den Menü-Punkt «Konto und Lizenzen aktualisieren»&nbsp;klicken.</li>	<li>Warten Sie bis der Vorgang abgeschlossen ist.</li></ol><br />Sollte sich das Problem mit diesem Vorgang nicht lösen lassen, melden Sie sich noch einmal mit Ihrem beook-Konto ab (Option «Gerät abmelden») und melden Sie sich anschliessen noch einmal neu an.<br /><br />Falls Sie damit nicht ans Ziel kommen, senden Sie uns bitte eine neue Support-Anfrage direkt aus der App."
Linux;"Es gibt derzeit kaum eine Nachfrage von Benutzern für eine Version unter Linux. Wir unterstützen daher aktuell keine Linux-Version. Sie können jedoch mittels dem Windows Emulator ""Wine"" die Applikation unter Linux betreiben. Wir haben von Benutzern gehört bei denen dies so funktioniert. Einen Support können wir dazu aber leider nicht bieten. Auf der Webseite gibt es eine Zip-Datei für Windows unter ""Installationshinweise"" zum Download. Daneben müssten Sie Java installieren."
Linux FR;"Il n'y a actuellement pratiquement aucune demande de la part des utilisateurs pour une version sous Linux. Par conséquent, nous ne supportons pas actuellement une version Linux. Cependant, vous pouvez utiliser l'émulateur Windows ""Wine"" pour exécuter l'application sous Linux. Nous avons entendu parler d'utilisateurs où cela fonctionne. Malheureusement, nous ne pouvons offrir notre soutien à cet égard. Sur le site, vous pouvez télécharger un fichier zip pour Windows sous ""Notes d'installation"". Vous auriez également besoin d'installer Java.<br /><br />Salutations amicales<br /><br />&nbsp;"
Log-File manuell schicken (beook RCP Windows);"<p>Weil Sie keine Support-Anfrage abschicken können, bitten wir Sie das Protokoll-File der App manuell an uns zu senden. Dafür gehen Sie wie folgt vor:<br /><br />Drücken Sie die auf der Tastatur die Windows-Taste (Windows-logo)&nbsp;zusammen mit ""R"".<br /><br />Das Fenster ""Ausführen"" öffnet sich. Geben Sie folgenden Befehl ein:<br />%appdata%/beook/.logs</p><p>Bestätigen mit ""ok"". Im geöffneten Verzeichnis alle&nbsp;Files kopieren und an uns senden.</p>"
Mac: Access Denied -> Cookies, Virenscanner;"Eine mögliche Ursache könnten die Cookie-Einstellungen im Safari Browser sein, welchen die App intern benutzt. Bitte überprüfen Sie, ob im Safari unter ""Einstellungen"" -&gt; ""Datenschutz"" das setzen von Cookies erlaubt ist (""Nur von Webseiten erlauben, die ich besuche"" oder ""Immer zulassen"")<br /><br />Eine weitere Ursache könnte ein Virenscanner sein, den Sie auf Ihrem Mac installiert haben, welcher die Kommunikation mit der App unterbindet. Gehen Sie bitte wie folgt vor:<br /><br />1. Schalten Sie den Virenscanner aus.<br />2. Beenden Sie die App.<br />3. Starten Sie App neu.<br />4. Wenn das Problem behoben ist, definieren in den Einstellungen des Virenscanners eine Ausnahme-Regel für diese App und die lokale Kommunikation auf ""localhost"".<br /><br />Bitte bestätigen Sie uns ob das Problem damit behoben werden konnte."
Mac: Enable Cookies;"vermutlich ist in den Einstellungen von Ihrem Safari-Browser das Setzen von Cookies blockiert. Die App benutzt intern den Browser und benötigt Cookies für eine sichere Kommunikation.&nbsp;<br /><br />Um Cookies zuzulassen gehen sie bitte wie folgt vor:<ol>	<li>Öffnen Sie Safari.</li>	<li>Wählen sie im Menü: Safari -&gt; Einstellungen.</li>	<li>Klicken sie auf den Reiter ""Datenschutz"".</li>	<li>Wählen sie unter ""Cookies und Webiste-Daten""&nbsp;eine&nbsp;der beiden Optionen&nbsp;<br />	""Nur von Websites erlauben, die ich besuche"" oder<br />	""Immer zulassen"" aus.</li></ol>Bitte bestätigen Sie uns kurz ob das Problem damit behoben werden konnte."
Mac: Fehler Control.internal_new_GC;"Dies ist ein bekannter Fehler der im Zusammenhang mit der neuesten Version von Mac OS X, El Capitain, auftritt. Der Grund liegt in einem Fehler einer Programmbibliothek, welche die App verwendet. Der Dritthersteller arbeitet an einer Korrektur. Sie können die Fehlermeldung jedoch ignorieren. Die App sollte trotzdem korrekt funktionieren. Wir werden in der nächsten Version entweder eine korrigierte Programmbibliothek einbinden, falls bereits verfügbar, oder eine Umgehungslösung verwenden.<br />&nbsp;"
Mac: Gerät entfernt, neu starten, Netzwerkadapter;"Wir haben alle Ihre Geräte auf dem Lizenzserver ausgetragen. Sie können die App nochmals neu starten, dann wird Ihr Gerät automatisch wieder registriert.<br /><br />Sollte dies nicht zum Ziel führen, so frischen Sie Ihren Benutzeraccount auf dem Gerät manuell auf. Dazu gehen Sie ins Portal (Haus-Symbol in der linken Seitenleiste) und klicken oben rechts auf Ihren Benutzernamen. Sodann sehen Sie einen grauen runden Pfeil. Klicken Sie darauf um Ihr Benutzerkonto mit dem Lizenzserver abzugleichen.<br /><br /><span style=""font-family:verdana,geneva,sans-serif"">Bei der Registrierung sollten Sie Ihren Mac mit dem Netzwerkkabel verbinden und auch das WLAN eingeschaltet haben. So ist sichergestellt dass die Geräteidentifikation korrekt ermittelt wird.</span>"
Mac: Netzwerkadresse geändert, Thunderbolt;"Besten Dank für Ihre Rückmeldung. Es handelt sich um ein bekanntes Problem mit einigen Mac Computern. Ich vermute Sie nutzen einen Thunderbolt-Ethernet Adapter, bzw. mehrere davon an verschiedenen Standorten. Dadurch kommt es zu unterschiedlichen Mac-Adressen, welche ein Bestandteil für die Lizenzprüfung sind.<br /><br />Es gibt zwei Möglichkeiten wie Sie das Problem lösen können:<br />1. Sie verwenden immer denselben Adapter.<br />2. Sie könnten versuchen neben dem Adapter mit eingeschaltetem WLAN die Anmeldung in der App durchzuführen. Dann wird diese Mac-Adresse als weiteres Mekrmal verwendet und kann am anderen Standort verifiziert werden. Möglicherweise haben Sie aber nicht an beiden Standorten ein WLAN zur Verfügung.<br /><br />Ich habe Ihnen nun den Mac wieder ausgetragen und vorsorglich die Lizenzen auf drei Geräte konfiguriert. Sie können sich nun wieder anmelden. Möglicherweise genügen die drei Geräte nun auch so.<br /><br />Eine andere Möglichkeit wäre die Verwendung einer Floating Device Lizenz. Damit registriert sich die App automatisch beim Starten und deregistriert sich wieder beim Schliessen. Jedoch benötigen Sie in diesem Fall zwingend eine Internetverbindung dazu. Wäre dies bei Ihnen gewährleistet?<br /><br />Falls es erneut zu Problemen kommt so können Sie direkt aus der App eine Support-Anfrage senden. Sie finden diese unter Hilfe im Menu bzw. im Portal (Haus-Symbol) unter Feedback (Couvert Symbol). So können wir Ihr Gerät rasch wieder freischalten.&nbsp;<br />&nbsp;"
Mac: Richtig installieren;Wir konnten in der Protokoll-Datei feststellen, dass Sie die App nicht installiert haben, sondern direkt aus dem Installations-Medium gestartet haben. Dies führt zu Ihrem beschriebenen Problem.<br /><br />Bitte stoppen Sie die App. Danach laden Sie diese nochmals neu von der Webseite herunter, öffnen die .dmg Datei und ziehen dort das App-Icon in den Programme/Applications Ordner. Erst so ist die App korrekt installiert.<br /><br />Den Installations-Ordner können Sie auswerfen und die .dmg Datei löschen.<br /><br />Danach können Sie die App mit dem Shortcut bzw. aus dem Programme/Applications-Ordner wie gewohnt starten.
Mac: Safari Sicherheitseinstellungen JavaScript;"Das Problem mit der fehlerhaften Anzeige könnte durch Sicherheitseinstellungen im Browser «Safari» verursacht sein. Folgedessen kann die Benutzeroberfläche in der App nicht mehr korrekt aufgebaut werden.<br /><br />Wir bitten Sie, in «Safari» über das Hauptmenü «Safari &gt; Einstellungen» die Einstellungen von Safari zu öffnen. Wählen Sie danach den Reiter «Sicherheit» und überprüfen Sie, dass die Option bei «Web-Inhalte: JavaScript aktivieren» aktiv ist.<br />Müssen Sie dieses neu setzen, so starten Sie zuerst Safari neu und anschliessend auch die App. Das Problem könnte damit behoben sein.<br /><br />Auch andere Sicherheits-Einstellungen in Safari können das korrekte Funktionieren der App beeinflussen, so müssen z.B. Cookies akzeptiert werden (Reiter Privatsphäre in Safari).<br /><br />Bleibt das Problem weiterhin bestehen, bitten wir Sie, zuerst in der App unter «Hilfe &gt; Diagnose» eine Diagnose laufen zu lassen und uns anschliessend eine neue Support-Anfrage unter «Hilfe &gt; Support-Anfrage» zu senden, am besten mit zusätzlichen Screenshots, welche das Problem zeigen. Diese können Sie als Antwort auf das Bestätigungs-Email uns zukommen lassen.<br />&nbsp;"
Mac: Safari Sicherheitseinstellungen JavaScript (FR);"<p>Le problème d'affichage dans beook peut être causé de vos paramètres de sécurité de «Safari». Donc l'interface n'a pas pu se créer correctement.&nbsp;</p><p>Nous vous prions d'ouvrir le menu&nbsp;les préférences de l'application «Safari».<br />Choissisez l'onglet «Sécurité» et activez «Contenu Web: activer JavaScript».<br />Suite à ce changement, redémarrez «Safari» et aussi l'application «beook». Maintenant l'interface devrait vous mener à l'endroit correcte pour créer un compte ou vous inscrire avec&nbsp;votre email, mot de passe et après pour l'insertion de votre&nbsp;code d'activation.<br /><br />Aussi d'autres paramètres de sécurité de «Safari»&nbsp;pourraient bloquer le fonctionnement correcte de beook. Donc si la mesure mentionnée au-dessus n'a pas de succès, changer encore d'autres paramètres de sécurité (p.ex. accepter Cookies).<br /><br />Si le problème persiste, envoyez nous de nouveau une demande de support; le mieux avec les explication des essayes que vous avez fait.<br /><br />Meilleures salutations</p>"
Mac: Virenscanner;"vermutlich haben Sie auf ihrem Mac einen Virenscanner installiert, welcher die Kommunikation mit der App unterbindet. Gehen Sie bitte wie folgt vor:<br /><br />1. Schalten Sie den Virenscanner aus.<br />2. Beenden Sie die App.<br />3. Starten Sie App neu.<br />4. Wenn das Problem behoben ist, definieren in den Einstellungen des Virenscanners eine Ausnahme-Regel für diese App und die lokale Kommunikation auf ""localhost"".<br /><br />Bitte bestätigen Sie uns kurz ob das Problem damit behoben werden konnte."
Nachfrage - Keine Rückmeldung erhalten;Wir haben keine Rückmeldung von Ihnen erhalten. Hat sich das Problem inzwischen gelöst?<br /><br />Wenn ja, teilen Sie uns doch bitte kurz mit wie das Problem gelöst wurde, damit wir die App weiter verbessern und ähnliche Probleme schneller lösen können.<br /><br />Wenn das Problem weiterhin besteht, senden Sie uns bitte eine neue Support-Anfrage aus der App.<br /><br />Besten Dank.
Netzwerkverbindung erster Start;"Damit die App konfiguriert werden kann wird eine Internet Verbindung beim erstmaligen Starten benötigt.<br /><br />Gehen Sie wie folgt vor um die Konfiguration herzustellen:<ol>	<li>Stellen Sie sicher dass Ihr Gerät beim ersten Start mit dem Internet verbunden ist. Starten Sie die App nochmals neu.</li>	<li>Schalten Sie temporär Ihren allfälligen Virenscanner aus und versuchen Sie die App neu zu starten.</li>	<li>Schalten Sie temporär Ihre lokale Firewall aus und versuchen Sie die App neu zu starten.</li>	<li>Konfigurieren Sie gegebenenfalls die Proxy Einstellungen Ihres Netzwerkes in den Einstellungen der App.</li>	<li>Versuchen Sie den erstmaligen Start und das Laden der ebooks in einem anderen Netzwerk, welches möglicherweise nicht blockiert.</li>	<li>Wenden Sie sich an den Netzwerkadministrator wenn die Verbindung immer noch nicht klappt.</li></ol>Sie können mittels der Diagnose-Funktion der App die korrekte Verbindung prüfen. Diese finden Sie im Hilfe-Menu, zusammen mit weiteren Anweisungen was zu tun ist.<br /><br />Sollten die obigen Schritte nicht zum Ziel führen, so senden Sie bitte eine «Support-Anfrage» aus der App, welche Sie unter «Hilfe» im Menu aufrufen können.<br /><br />&nbsp;"
Neustart, weitere Infos;"Die App funktioniert komplett offline. Bei der plötzlichen Störung kann daher keine Serverkomponente die Ursache sein. Vielmehr tippe ich auf ein Problem bei Ihrem PC. In der Log-Datei ist kein Fehlverhalten sichtbar. Starten Sie doch am Besten einmal Ihren PC neu und versuchen Sie es danach nochmals. Wenn es immer noch nicht geht, dann benötigen wir weitere Informationen.<ol>	<li>Dokumentieren Sie bitte das Problem, indem Sie Bildschirm-Fotos erstellen, die den Zustand vor und nach dem Problem zeigen.</li>	<li>Notieren Sie die Zeit wann Sie jeweils die Screenshots erstellt haben.</li>	<li>Senden Sie danach bitte noch einmal eine neue Supportanfrage (so erhalten wir eine neue Protokoll-Datei). Sie können im Text auf diese Ticket-Nummer verweisen, indem Sie einfach die Nummer hineinkopieren</li>	<li>Sie erhalten danach eine Bestätigungsmeldung</li>	<li>Antworten Sie nun auf diese Meldung und senden uns bitte die zuvor erstellten Screenshots, jeweils mit der Angabe um welche Zeit Sie diese erstellt haben.</li></ol>So können wir versuchen das Problem zu analysieren und Ihnen eine Lösung zu bieten.<br /><br />Besten Dank.<br />&nbsp;"
Notizzettel anbringen;"Wir haben Ihren Fehlerbericht analysiert. Es scheint ein Bedienungsproblem zu sein.<br /><br />Beachten Sie dass Notizzettel bei Fliesstext-Layout nur am Ende von Textpassagen angebracht werden können, jedoch nicht auf Bildern. Versuchen Sie es bitte nochmals auf anderen Lehrmitteln, Seiten und Textstellen. So können wir feststellen ob es ein Software-Fehler oder ein anderes Problem ist.<br /><br />Wenn das Problem dann immer noch auftritt, so senden Sie bitte noch einmal eine neue Support-Anfrage und senden Sie als Antwort des Bestätigungs-Emails einige Bildschirmfotos wo wir das Problem sehen, falls möglich.<br /><br />&nbsp;"
Password zurück gesetzt (EN);"We have reset your password. Click on the link your receive on your email address to define a new password.<br /><br />your mail address we 've sent the link:&nbsp;<br /><br />Open the message and activate the reset link. You will be redirected to the beook website where you can enter a new password.<br /><br />To activate your ebooks enter the new password in the login interface.<br /><br />If you don't receive the reset link check the spam folder of your mail account.<br /><br />In case you experience further problems feel free to contact us again."
Passwort wechseln, abmelden & anmelden;"Der Grund des Problems liegt am Passwort welches Sie wechseln müssen..<br /><br />Sie können Ihr Passwort wie folgt neu setzen.<ol>	<li>Melden Sie sich dazu ab indem Sie im Portal (Haus-Symbol) oben rechts auf Ihren Benutzernamen klicken</li>	<li>Sodann klicken Sie auf Abmelden</li>	<li>Wählen Sie die erste Option: Gerät abmelden</li>	<li>Danach wieder auf Anmelden</li>	<li>Hier gibt es einen Link um das Passwort zurückzusetzen. Klicken Sie darauf. Sie erhalten sodann eine Email. Falls Sie die Email nicht erhalten, so prüfen Sie bitte in Ihrem Spam-Ordner ob diese dort gelandet ist.</li>	<li>Öffnen Sie diese Email und klicken Sie auf den Link. Sie werden sodann auf unsere Webseite weitergeleitet, wo Sie ein neues Passwort setzen können.</li>	<li>Anschliessend melden Sie sich mit dem neu gesetzten Passwort in der App wieder an.</li></ol>Falls Sie gewisse ebooks nur unvollständig nutzen können, so installieren Sie diese nochmals neu.<br /><br />Sollte dies nicht zum Erfolg führen, dann senden Sie uns bitte nochmals eine neue Support-Anfrage aus der App.<br /><br /><br />&nbsp;"
