ticket,type,client,issuer,inquiry,state,meta,answer
2018020763000030,Fehler in der App,SVBA,3,ich kann keinen editor öffnen auch die bilder die ich schon bearbeitet habe nicht. ich habe die app synchronisiert.,closed successful,App: beook 5.0.5 | Model: 2 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-16 12:06:48 MESZ | Last install: 2017-11-12 12:32:33 MEZ | Application starts: 112 | Unique Device : ebb12fe1e509f1a18aec3bbb25720fbc | ,Benutzername angepasst
2018020763000040,Fehler in der App,hep,3,ich nehme bezug auf den e-mail-verkehr zwischen unserer frau irène moser und matthias heim sowie rahel wenger von hep. hiermit sende ich ihnen wie gewünscht die entsprechenden log-files zu dem offenen support fall. freundliche grüsse simon hess,closed_waiting_for_reply,App: eLehrmittel 4.6.2 | Model: 2 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2017-12-22 09:08:24 MEZ | Last install: | Application starts: 2 | Unique Device : dc6f57bfecf77623b778e33080b67c9c | ,Benutzername angepasst
2018020863000070,Anmeldung / Aktivierung,hep,3,könnten sie mir bitte die email adresse ändern ich selber kann es leider nicht. die email adresse xxx@xxx.xx ist meinem vater. meine email adresse die ich jetzt möchte lautet: xxx@xxx.xx. antworten sie mier bitte ob sie es ändern können oder nicht.,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-01-31 17:15:04 MEZ | Last install: | Application starts: 25 | Unique Device : 52861a92b2e0c0bea42efe76c9446d69 | ,Anmeldung mit falscher E-Mail
2018021163000010,Fehler in der App,SVBA,3,mit welchen schritten lässt sich der fehler reproduzier guten tag ich habe ihnene schon einmal geschrieben das ich die bilder mit dem doppelklick nicht öffnen kann und egal was ich beim editor auswähle es geht nicht. das letzte mal wurdeder fehler durch das windows update behoben doch jetzt ist windows auf dem neusten stand und es geht wieder nicht das ist doch nicht normal.....die app sollte doch eigentlich das arbeiten erleichtern oder nicht... keine bilddateien können geöffnet werden. was ist das erwartete resultat? ich habe hausaufgaben auf den donnerstag den 15.02 diese möchte ich machen können,closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-18 18:34:51 MESZ | Last install: 2017-11-11 11:15:28 MEZ | Application starts: 52 | Unique Device : 3f721a75e302fe46b1a01a4a0f396c45 | ,Benutzername angepasst
2018021263000050,Geräteanzahl überschritten,Swissmem,3,"guten tag ich habe die folgenden anwendungen erst auf einem gerät surface angemeldet: konstrukteur lehrgang 3 einführung in iso 8015 und iso 14405 normgerechtes erstellen von technischen zeichnungen ich würde diese anwendungen gerne auf einem zweiten gerät freischalten was bisher möglich war. zurzeit erscheint auf meinem samsungnotebook die mitteilung \""geräteanzahl überschritten\"" können sie mir die lizenzen ebenfalls für das samsungnotebook freischalten. besten dank für ihre unterstützung. freundliche grüsse ",closed_max_devices,App: Swissmem eBOOK 4.6.2 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2015-08-06 14:15:34 MESZ | Last install: 2017-08-14 09:08:05 MESZ | Application starts: 220 | Unique Device : 8deaeeb74d013bb224ab45761c4b85cb | ,Benutzername angepasst
2018021263000080,Anmeldung / Aktivierung,WINGS,3,ich wollte soeben mein e-book auf der app aktivieren aber der zugriff ist verboten. es sei kein gültiger code. ich habe es mehrmals versucht aber ohne erfolg. können sie mir helfen?,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-02-12 14:35:08 MEZ | Last install: | Application starts: 2 | Unique Device : 8a3276ad74eeae0ae81c2db9978bb12a | ,Benutzername angepasst
2018021263000090,Geräteanzahl überschritten,hep,3,das problem ist dass ich nicht weiss welche geräte mit der lizenz verbunden sind. können sie mir eine übersicht mit den angemeldeten geräte senden oder mit aufzeigen wo dies ersichtlich ist.,closed_max_devices,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.3 | First install: 2017-01-11 22:34:27 MEZ | Last install: 2017-09-19 19:05:37 MESZ | Application starts: 22 | Unique Device : 21d6b970b062061fa18de5ef5e04a67d | ,Benutzername angepasst
2018021363000010,Geräteanzahl überschritten,SAT,3,bitte setzen sie alle geräte zurück da ich komplett alles neu aufsetzen musste ipad und macbook.,closed_max_devices,User account exists: Yes | | App: beook v5.0.4 | Jailbroken: No | Model: iPad | Platform: iPad53 | System Name: iOS | System Version: 11.2.5 | First install: 2017-02-14 09:48:49 MEZ | Application starts: 40 | Unique Device : b8fabc022cb82c28b083aeb31ff1001e | UI Type: Extended | ,beook RCP: Workspace löschen
2018021363000030,Anmeldung / Aktivierung,WINGS,3,bei der anmeldung ensteht immer eine fehlermeldung bezüglich netzwerk-/kommunikationsfehler. an der verbindung kann es nicht liegen da ich von diversen unterschiedlichen netzwerken den versuch gestartet habe. die firewall ist auch nicht das problem denn ich konnte mich auch im deaktiviertem zustand nicht anmelden. aktivierungscode: evep-qs7f-4dy0 sollte aber schon benutzt sein da erstanmeldung noch funktioniert hat ich bitte um eine rasche antwort bezüglich meinem problem freundliche grüsse,closed_old_app_version,App: beook 3.6.2 | Model: 2 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-15 18:48:17 MESZ | Last install: | Application starts: 24 | Unique Device : 44cd4146aa8511723398cb598f7a1c55 | ,Anmeldung mit falscher E-Mail
2018021363000090,Anmeldung / Aktivierung,WINGS,3,nachdem nun meine anmeldung bei dem beook funktioniert hat habe ich ein problem mit dem einlösen von meinem aktivierungscode. ich konnte mich beim ersten mal mit meinem aktivierungscode: evep-qs7f-4dy0 anmelden. jedoch finde ich nun keine lehrmittel mehr darauf bzw. finde diese nicht mehr und der code ist nicht mehr gütig. darf ich sie um eine antwort bitten? freundliche grüsse,closed successful,App: beook 5.0.5 | Model: 2 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-15 18:48:17 MESZ | Last install: 2018-02-13 10:46:30 MEZ | Application starts: 26 | Unique Device : 44cd4146aa8511723398cb598f7a1c55 | ,Anmeldung mit falscher E-Mail
2018021363000110,Fehler in der App,SVBA,3,ich kann in meinem beook keine bilder mehr bearbeiten und dies seit gestern abend. ich habe das program mehrere male beendet und den computer heruntergefahren und neu gestartet jedoch ohne erfolg. freundliche grüsse,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-24 23:08:48 MESZ | Last install: 2017-11-12 10:48:30 MEZ | Application starts: 142 | Unique Device : 4b5badc16306f729ce6278832ba4942b | ,Benutzername angepasst
2018021363000160,Anmeldung / Aktivierung,DIHK,3,wo bekomme ich den aktivierungscode her?,closed successful,App: IHK Lernen mobil 4.6.0 | Model: 8 cores | Platform: armv8l | System Name: Linux | System Version: 3.18.14-12479655 | First install: 2018-02-13 15:23:47 MEZ | Last install: 2018-02-13 15:23:47 MEZ | Application starts: 1 | Unique Device : c9971f49fb6610534eb0f30e5bc1d806 | ,Benutzername angepasst
2018021463000020,Anmeldung / Aktivierung,hep,3,beim elehrmittel gesetzestexte erscheint nur noch das erste kapitel. könnten sie mir diese lizenz wieder freischalten? ich verwende das app 4.6.2 und habe mich bereits ab- und wieder angemeldet. vielen dank und freundliche grüsse,closed_app_misuse,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.2 | First install: 2015-08-05 10:03:06 MESZ | Last install: 2017-10-25 14:41:43 MESZ | Application starts: 106 | Unique Device : e33f621a08c8819c155eaf4f2262564c | ,"Anderer Anbieter, falsches Login"
2018021463000070,Fehler in der App,Swissmem,3,gibt es betreffs codec für windows 10 bereits eine lösung. freundliche grüsse,closed successful,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2013-11-21 07:09:21 MEZ | Last install: 2017-08-11 16:20:15 MESZ | Application starts: 627 | Unique Device : 14250555422a5f6c0bf453c29f815325 | ,beook RCP: Workspace löschen
2018021563000080,Anmeldung / Aktivierung,RICHM,3,guten tag,closed_app_misuse,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-02-15 18:56:05 MEZ | Last install: | Application starts: 2 | Unique Device : 5ad2cf2462df033f1c7e7f4feed1a0c9 | ,Anmeldung mit falscher E-Mail
2018021663000010,Fehler in der App,hep,3,ich kann nicht zu den wissen anwenden fragen. es zeigt sie mir nicht an was soll ich tun?,closed successful,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-10 13:27:57 MESZ | Last install: | Application starts: 66 | Unique Device : aa96c6f1c703100566e00137a695ec67 | ,"Anderer Anbieter, falsches Login"
2018021663000050,Anmeldung / Aktivierung,hep,3,sobald ich beim algebra-buch eine seite öffnen will kommt anstelle der aufgaben eine fehlermeldung welche ich nicht beheben kann. ich hoffe sehr dass sich dieser fehler beheben lässt da er mich am arbeiten hindert. freundliche grüsse vera moser,closed_old_app_version,User account exists: Yes | | App: eLehrmittel ABU v4.6.0 | Jailbroken: No | Model: iPad | Platform: iPad73 | System Name: iOS | System Version: 11.2.5 | First install: 2017-12-20 20:19:46 MEZ | Application starts: 4 | Unique Device : caed723797ce9a8321a030e80971ddf9 | ,Anmeldung mit falscher E-Mail
2018021763000010,Geräteanzahl überschritten,BEOOK,3,ich hatte vor einiger zeit ein lenovo notebook auf welchem ich das beeok installiert habe nun ist dieser defekt und ich müsste die bücher auf meinem neuen notebook installieren. besten dank und freundliche grüsse,closed_waiting_for_reply,App: beook 5.0.5 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-02-17 13:30:01 MEZ | Last install: | Application starts: 1 | Unique Device : 311cd4d3fce2911d499093dd65dc3406 | ,Anmeldung mit falscher E-Mail
2018021863000020,Fehler in der App,SMS-SG,3,es fehlen in allen meinen büchern die von hand hinzugefügten bilder mit freundlichen grüßen,closed_waiting_for_reply,User account exists: Yes | | App: beook v5.0.4 | Jailbroken: No | Model: iPad | Platform: iPad67 | System Name: iOS | System Version: 11.0.3 | First install: 2017-03-08 04:14:55 GMT-8 | Application starts: 21 | Unique Device : 0551c5df0bca64b5bef67bda23ba3f62 | UI Type: Extended | ,beook RCP: Workspace löschen
2018021863000040,Geräteanzahl überschritten,hep,3,ich habe jetzt auf 3 geräten eine abmeldung gemacht und trotzdem sind da die lehrmittel noch nicht verfügbar. die software läuft auf 5 geräten bitte wieder entspechend die geräte frei geben so dass ich keine beschränkung habe.,closed_max_devices,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-02-16 22:19:02 GMT | Last install: | Application starts: 3 | Unique Device : 5fc340822d7775c39c3ce64fdda4acad | ,beook RCP: Workspace löschen
2018021863000050,Anmeldung / Aktivierung,BEOOK,3,ich habe meinen benutzernamen und mein passwort vergessen und kann mich deshalb nicht mehr anmelden um meine ebooks herunter zuladen. diese habe ich verloren weil mein alter laptop einen totalschaden hatte. jetzt muss ich die ebooks für die schule wieder haben. die aktivierungscodes lauten: fjgz-tm77-v743 5hkw-45gt-5fka,closed_max_devices,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-02-15 17:57:42 GMT | Last install: | Application starts: 3 | Unique Device : 3691309b5c60094f264cfbe33c332003 | ,Anmeldung mit falscher E-Mail
2018021963000020,Geräteanzahl überschritten,RICHM,3,ich musste mein computer ersetzten und bitte sie meine lizenz für \,zurück zu setzten damit ich das Grundlagenbuch auf meinem neuen Computer acer Aspire 5 wieder freischalten kann. Herzlichen Dank.,closed_waiting_for_reply,Anmeldung mit falscher E-Mail
2018021963000070,Fehler in der App,SVBA,3,ich kann inkscape wieder nicht öffnen. ich habe keine anstehenden updates und ich habe ebenfalls die neuste version vom beook. herzlichen dank für ihre hilfe lg andrea,closed_waiting_for_reply,App: beook 5.0.4 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-07-31 11:34:38 MESZ | Last install: 2017-11-05 10:52:48 MEZ | Application starts: 167 | Unique Device : def149eb87f18888a5b5a7b236a67b11 | ,Benutzername angepasst
2018021963000080,Fehler in der App,SVBA,3,ich kann inkscape mit dem beook nicht mehr verwenden. es ist immer super gegangen nur jetzt nicht. können sie mir bitte schnellstmöglich zurückschreiben? danke liebe grüsse,closed_waiting_for_reply,App: beook 5.0.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-07-08 19:44:33 MESZ | Last install: 2017-10-16 08:27:40 MESZ | Application starts: 130 | Unique Device : 68b5228fa9c9b3c6c0cd1420a730fcd0 | ,beook RCP: Workspace löschen
2018022063000030,Fehler in der App,SVBA,3,ich kann in der app keine bilder und zeichnungen mehr öffnen. mit freundlichen grüssen,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-21 19:40:52 MESZ | Last install: 2017-11-15 12:49:36 MEZ | Application starts: 132 | Unique Device : 5f7cb72dd7e0896a903550a51b204b38 | ,Benutzername angepasst
2018022063000070,Fehler in der App,SVBA,3,ich habe die seiten 809- 811 gelöst und synchronisiert als ich die app geschlossen und dannn geöffnet habe war alles weg nur das was ich nachträglich korrigiert habe nicht was kann das sein und bei seiten 291-293 ist komplett alles weg danke für ihre hilfe pascal schwandt,closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-06-26 11:21:55 MESZ | Last install: 2017-11-21 08:53:04 MEZ | Application starts: 28 | Unique Device : b938d69433a8123aa0bbfb35cd2947ac | ,beook Cloud synchronisieren
2018022063000200,Anmeldung / Aktivierung,DIHK,3," ich bin seit ein paar tagen vom apple ipad auf das samsung tab umgestiegen.  sprich von ios auf android.  leider kann ich die ihk textbände betriebswirt auf meinem neuen samsung tab nicht installieren weil die lizenzen trotz erfolgreicher kontoeinrichtung nicht auf das android tab übertragen werden. auch nicht über den button \""konto und lizenzen aktualisieren\"" unter \""mein konto\"".   haben sie für mich eine kostenlose lösung für dieses problem? evlt. neue lizenzen/aktivierungscode?  nachstehend finden sie meine daten: benutzername: xxx@xxx.xx aktivierungscode: psxrpcd59b für ihre mühe und ihre rückmeldung bedanke ich mich im voraus! mit freundlichen grüßen  konstantin lauk ",closed_app_misuse,App: IHK Lernen mobil 4.6.0 | Model: 4 cores | Platform: aarch64 | System Name: Linux | System Version: 3.18.31-12168452 | First install: 2018-02-20 21:35:02 MEZ | Last install: 2018-02-20 21:35:02 MEZ | Application starts: 1 | Unique Device : da21f5e184ccc79f39d4dbb1be4cb878 | ,"Anderer Anbieter, falsches Login"
2018022163000020,Fehler in der App,SVBA,3,der iterne svg das sketch pad und der externe editor lassen sich nicht öffnen. die app wurde bereits aktualisiert aber es funktioniert mmer noch nicht.,closed successful,App: beook 5.0.4 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-16 12:06:52 MESZ | Last install: 2017-11-05 08:42:00 MEZ | Application starts: 131 | Unique Device : 8027081c367db36b6d6d82bdbf6c994e | ,Benutzername angepasst
2018022163000040,Geräteanzahl überschritten,RICHM,3,"als fachlehrer habe ich sechs gerät zur verfügung. beim herunterladen des grudlagebuchen ist die meldung \""gerätezahl überschritten\"" angegeben.",closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2017-08-16 14:56:22 MESZ | Last install: 2018-02-21 10:26:06 MEZ | Application starts: 26 | Unique Device : c461c9742320b469358bfb71c0e8b0e3 | ,Anmeldung mit falscher E-Mail
2018022163000080,Geräteanzahl überschritten,hep,3,ich habe mein geografie buch auf meinem pc und auf meinem alten laptop welche kaputt ging. nun habe ich einen neuen laptop doch nun kann ich mein geografie buch welches ich bezahlt habe nicht mehr herunterladen. es kommt immer die fehlermeldung dass die geräteanzahl überschritten wurde. ich habe das buch nun auch auf dem pc deinstalliert doch es funktioniert immer nicht.,closed_max_devices,App: eLehrmittel 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-12-25 11:23:10 GMT | Last install: | Application starts: 15 | Unique Device : 43a395204057a3523e25c75c7f2f6174 | ,beook RCP: Workspace löschen
2018022163000090,Geräteanzahl überschritten,SVBA,3,"ich habe dieses gerät hier in die reperatur eingeschickt und habe dann die beook app auf dem computer meines vaters heruntergeladen und installiert. als ich nun bei meinem laptop nach der reperatur die app wieder installieren wollte wurden nur zwei ebooks freigeschaltet und der rest konnte ich nicht herunterladen und es stand \""geräteanzahl überschritten\"". ich bitte sie nun darum alle lizenzen von den geräte zu entfernen ausser dem hier. meine daten würde ich aber gerne behalten. freundliche grüsse ",closed_max_devices,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-02-20 21:57:19 MEZ | Last install: | Application starts: 5 | Unique Device : 57c242d62aadda96c8ba3f3ff5126a1e | ,beook RCP: Workspace löschen
2018022263000070,Fehler in der App,SVBA,3,ich kann keine bilder im editor öffnen. doppelklick funktioniert nicht. in den einstellungen ist der haken gesetzt.,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-07 16:18:15 MESZ | Last install: 2018-02-22 12:40:19 MEZ | Application starts: 19 | Unique Device : ff912aa047bf05f97cbf094a0bc46cc8 | ,Benutzername angepasst
2018022263000110,Fehler in der App,SVBA,3,ich habe das problem wenn ich die darstellungen doppelt anklicke lassen sich diese nicht öffnen zum bearbeiten. was muss ich da tun? vielen dank für ihre mühen. gruss,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-07 16:21:00 MESZ | Last install: 2018-02-22 13:36:05 MEZ | Application starts: 9 | Unique Device : 9b75e10bf84c52ddebd675a19349c513 | ,Benutzername angepasst
2018022263000120,Fehler in der App,SVBA,3,ich habe das problem dass wenn ich die darstellungen doppelt anklicken möchte um diese zu bearbeiten funktioniert das nicht. besten dank für die rasche bearbeitung und freundliche grüsse,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-07 16:17:59 MESZ | Last install: 2018-02-22 12:59:29 MEZ | Application starts: 12 | Unique Device : 57e747c68d5321d1392336f2aca0534e | ,Benutzername angepasst
2018022263000130,Geräteanzahl überschritten,Swissmem,3,bitte lizenz von diesem gerät lösen. hp probook 6560b das gerät wurde ersetzt,closed_max_devices,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2017-08-28 12:47:04 MESZ | Last install: | Application starts: 7 | Unique Device : 3d2f5e66950fa746ead30ead9243c8ad | ,Benutzername angepasst
2018022363000040,Anmeldung / Aktivierung,BEOOK,3,kann mich bei beook nicht anmelden. ich habe meherer lizenze gelöst fachlehrer. bitte alle lizenzen freischalten. besten dank,closed_max_devices,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2015-01-04 12:17:00 MEZ | Last install: 2018-02-05 14:51:07 MEZ | Application starts: 19 | Unique Device : ce12021555637691bfd720edec64a362 | ,Anmeldung mit falscher E-Mail
2018022363000060,Fehler in der App,Swissmem,3,ich habe ein problem beim abspielen von videos im topdesign und machineworld. wenn ich das videoicon anclicke kommt die fehlermeldung: no compatible source was found for this video. was kann ich tun dass die videos funktionieren? danke für eure bemühungen. stefan forster berufschullehrer bildungszentrum limmattal,closed successful,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-10-23 09:06:35 MESZ | Last install: | Application starts: 82 | Unique Device : ff3cce8a69b44eff02727c8d74d0e3af | ,Benutzername angepasst
2018022463000020,Geräteanzahl überschritten,DIHK,3," ich sehe die meldung \""geräteanzahl überschritten\"" obwohl ich meine bisherigen geräte ordnungsgemäß abgemeldet habe. möchte ein neues gerät benutzen. bitte um support. im voraus vielen dank! mit freundlichen grüßen konstantin lauk ",closed successful,App: IHK Lernen mobil 4.6.0 | Model: 4 cores | Platform: aarch64 | System Name: Linux | System Version: 3.18.31-12700481 | First install: 2018-02-24 16:37:43 MEZ | Last install: 2018-02-24 16:37:43 MEZ | Application starts: 1 | Unique Device : 45ce7f55876aa9cf5bf845da3565ca37 | ,Anmeldung mit falscher E-Mail
2018022563000020,Geräteanzahl überschritten,DIHK,3," habe alles so wie von ihnen im ticket#2018022463000023 beschrieben gemacht. leider ist die meldung \""geräteanzahl überschritten\"" immer noch zu sehen und ich kann deshalb die betriebswirt textbände nicht laden. bitte um support. mit freundlichen grüßen ",closed_max_devices,App: IHK Lernen mobil 4.6.0 | Model: 4 cores | Platform: aarch64 | System Name: Linux | System Version: 3.18.31-12700481 | First install: 2018-02-24 16:37:43 MEZ | Last install: 2018-02-24 16:37:43 MEZ | Application starts: 4 | Unique Device : 45ce7f55876aa9cf5bf845da3565ca37 | ,beook RCP: Workspace löschen
2018022663000020,Geräteanzahl überschritten,hep,3,bitte alle geräte entfernen. vielen dank. freundliche grüsse,closed_old_app_version,App: eLehrmittel 4.3.1 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-05-05 09:35:41 MESZ | Last install: | Application starts: 3 | Unique Device : c07734bd610f79836941339bf0b89b03 | ,Anmeldung mit falscher E-Mail
2018022763000050,Geräteanzahl überschritten,Swissmem,3,bitte lizens von diesem gerät lösen. hp probook 6560b,closed_max_devices,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2017-08-28 13:28:34 MESZ | Last install: | Application starts: 2 | Unique Device : 3d2f5e66950fa746ead30ead9243c8ad | ,Benutzername angepasst
2018022763000090,Geräteanzahl überschritten,BEOOK,3,alle meine bücher sind gesperrt ich kann nur noch auf bestimmte seiten lesen bitte problem beheben,closed successful,App: beook 5.0.4 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-29 16:30:55 MESZ | Last install: 2017-11-07 10:54:52 MEZ | Application starts: 132 | Unique Device : c4da5fe5608d6966454b2bbd83ae9861 | ,beook RCP: Workspace löschen
2018022763000100,Fehler in der App,Swissmem,3," beim abspielen der videos im machineworld öffnet es einen videoplayer und ich bekomme die fehlermeldung \""no compatible source was found\"". ",closed successful,App: Swissmem eBOOK 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-01-12 16:37:07 MEZ | Last install: | Application starts: 7 | Unique Device : 3cad134f4440b27e57ee0532a5e9685c | ,Benutzername angepasst
2018022763000120,Geräteanzahl überschritten,RICHM,3,guten tag mein altes ipad ist nicht mehr funktionstüchtig und ich habe jetzt ein neues.,closed_waiting_for_reply,User account exists: Yes | | App: beook v5.0.4 | Jailbroken: No | Model: iPad | Platform: iPad54 | System Name: iOS | System Version: 11.2.5 | First install: 2018-02-21 14:26:53 MEZ | Application starts: 3 | Unique Device : 8401ba249ff361d3ee717559973eaf42 | UI Type: Extended | ,Anmeldung mit falscher E-Mail
2018022863000120,Fehler in der App,SVBA,3,ich habe ein problem mit dem öffnen der bilder zur bearbeitung. habe in den einstellungen schon experimentiert mit externen und internen bearbeitungsprogrammen dies brachte jedoch nichts. währe erfreut über eine lösung.,closed successful,App: beook 5.0.5 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-05 11:17:33 MESZ | Last install: 2018-02-01 14:30:25 MEZ | Application starts: 104 | Unique Device : 2c9ff0469b38df3ddac9a8656244a694 | ,Benutzername angepasst
2018022863000170,Fehler in der App,SVBA,3,ich kann nicht mehr alle seiten meines ebooks öffnen da ich angeblich nur die probeversion besitze. ich hoffe dass sie dieses problem schnell beheben können. mit freundlichen grüssen,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-21 19:40:52 MESZ | Last install: 2017-11-15 12:49:36 MEZ | Application starts: 137 | Unique Device : 666ba6104d6d63a62f7066c76bc9a5c4 | ,beook RCP: Workspace löschen
2018030163000030,Anmeldung / Aktivierung,SVBA,3,bei mir sind nicht mehr alle bücher freigeschaltet.,closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-01-11 22:49:37 MEZ | Last install: 2017-11-23 08:44:41 MEZ | Application starts: 117 | Unique Device : 427a6d6f99e3c9cac499f88b59240dd4 | ,beook RCP: Workspace löschen
2018030263000020,Geräteanzahl überschritten,SVBA,3,falls die maximale anzahl an geräten überschritten wurde nennen sie bitte das gerät für das die lizenz entfernt weracen soll. lizenz aller bücher auf allen gräten entfernen ausser: macbook pro retia asus transformer vielen dank,closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-11-24 11:04:43 GMT | Last install: | Application starts: 10 | Unique Device : cc98b6facc97819cf557738e4b4e5a9a | ,beook RCP: Workspace löschen
2018030263000030,Anmeldung / Aktivierung,WINGS,3,ich arbeite an der kantonsschule in baeden und habe ein schüler im ika der den aktivierungscode für sein e-book nicht mer findet. ika siz windows 10 - office 2016 er heisst yannick mühlebach xxx@xxx.xx und bekam den code im august oder semptemer dieses jahr. könnten sie bitte ihm den zugangslcode wieder zur verfügung stellen so dass er sich wieder anmelden kann? herzlichen dank,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2015-08-14 15:10:04 MESZ | Last install: 2018-02-23 14:04:46 MEZ | Application starts: 11 | Unique Device : e15877dd8266a383bf8ad0b0adcf1e6d | ,Anmeldung mit falscher E-Mail
2018030363000010,Anmeldung / Aktivierung,BEOOK,3,guten tag markus lustenberger wie viele geräte benutzen sie? grundsätzlich sind bei ihnen nur 3 geräte lizenziert. bei einigen büchern sogar nur 2. wenn sie mir die geräte nennen welche sie nicht oder nicht mehr benutzen kann ich diese löschen. anschliessend können sie wieder mit der cloud verbinden. freundliche grüsse marcel haldimann mein mail als antwort: hallo ich benutze vier geräte. die schule hat auch drei lizenzen gekauft. so müssten doch vier geräte gehen. gruss und schönen tag,closed_waiting_for_reply,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2015-01-04 12:17:00 MEZ | Last install: 2018-02-05 14:51:07 MEZ | Application starts: 25 | Unique Device : ce12021555637691bfd720edec64a362 | ,beook RCP: Workspace löschen
2018030563000020,Fehler in der App,SVBA,3,keine ahnung ist plötzlich in der lektion entdeckt worden die antworten wurden kopiert von der vorherigen seite ohne das ich etwas gemacht habe antiblockiersystem zum elektronisches stabilitätsprogramm esp 1 was ist das erwartete resultat?,closed unsuccessful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-24 22:33:20 MESZ | Last install: 2017-11-12 11:42:10 MEZ | Application starts: 168 | Unique Device : 3fce15a51cd0ed6ee4c02b6144e2edd8 | ,Benutzername angepasst
